TRANSCRIPTION,TAGS,,,,,,,,,,,,
What you mean behaviour?,,,,,,,,,,,,,
"This is from a while ago, but in terms of which retailers get the budget, we had a pretty big theme on the other ones [previous interview] that it was just the loudest ones beating the doors down and being the most annoying end up with the larger bucket of funding. Is that true in your side of the globe, or are the brands actually getting smarter around their decision making?",,,,,,,,,,,,,
"They’re [brands] getting smarter. So with the likes of Pacvue and Skai now they're starting to see [metrics], and they want to see all the retailer’s data and at once. They now have the ability to get a bit smarter. The problem we have is that Sainsbury's are the only ones that open to Pacvue and Skai. Soon as Tesco and you know, Waitrose allow them in then I think you know that's where Sainsbury's well, they need to be a bit worried.",Sainsburys, Tesco, Waitrose, Pacvue, Skai (Kenshoo), Brands, Retailers, High Alignment,,,,,
"So Nectar360, for instance have got every placement under the sun. They continue to launch placement after placement, but they're not getting any uplift. They're not getting incremental [spend] from that. People are just shifting their budgets around. And their [Nectar360] view, they're like “This retail media is booms is coming, and we're going to make all the money, have all the placements”. But it's just not the case. It's [budgets and spend] being shifted into different pots now and different retailers as well.",Over-marketing, Budget, Incremental sales, Placements, RMN coverage, Nectar360, Moderate Alignment,,,,,,
"And I think the chase will be on soon because Tesco's strategy for the next 18 months is to get every last media pound [Sterling]. So anything that is spare [unspent] within media digital budgets, they want that last pound. And this is why they're heavily invested in making it personal and making it more relevant.",Budget, Spend, Tesco, Retailers, Moderate Alignment,,,,,,,,
"They're [retailers] not listening to the brands necessarily. That's not the feedback that's coming back from the brands [i.e. around personalisation]. The brands are like “Can you [retailers] just open up some more spots so we can spend more money?”. But the noise at the moment is they are smarter, but soon someone's going to shout louder and that it will. It will come to a head.",Business challenge, Brands, Retailers, Moderate Alignment,,,,,,,,,
Interesting.,,,,,,,,,,,,,
"But I think also on that as well like Sainsbury's brands I've spoken to they said “We spend on Sainsbury's because they've got the placements. But as soon as Tesco put more placements in, we'll put more money into Tesco because they've gotten market share”.",Spend, Sainsburys, Tesco, Retailers, High Alignment,,,,,,,,
"Interesting. Yeah, that they wouldn't. But Tesco is just like “No, we want to build out a unique value proposition”.",,,,,,,,,,,,,
"Yeah, or chomping down the door at OXO. That's something that's a whole different subject. Yeah, they [brands] all want to work with OXO.",OXO, Business strategy,,,,,,,,,,,
Audience targeting. So targeting specific audiences and that would be one of the big ones.,Audience targeting, High Alignment,,,,,,,,,,,
"And I think the desire whether it will come to fruition or not, to add the layer of [cross-channel consumer] lifetime value as well.",Aggregated reporting, Omni-channel, High Alignment,,,,,,,,,,
"Yeah, that omnichannel stuff.",Omni-channel,,,,,,,,,,,,
"Probably not in that in that way of wording. But they definitely just want to look at incremental spend. Yeah, probably is the same thing. But I think also that they’re hankering for more automation and a lot of stuff.",Automation, Incremental sales, Spend, Moderate Alignment,,,,,,,,,
"I'm really glad you joined Vicky, because you've just backing up absolutely everything I already said. So I'm glad I'm not completely, wildly off.",,,,,,,,,,,,,
Very welcome. If you could just make sure that Jimmy is that Vicky's in the loop. Jimmy is always in the loop. Just so that you've got an extra set of ears and an extra set of thoughts as well. Because she's obviously instrumental in what we're doing Nectar360 and getting a lot of conversations flowing with the rest of them as well. So that's super useful.,,,,,,,,,,,,,
"So, like what behaviour changes as they're, like maybe leaning in or taking retail media more seriously.?",,,,,,,,,,,,,
"Yes, there's a lot less resistance than there than there used to be. So, for most of my experience with retail media, it's like it, it wasn't known. It was kind of a… I would call it a side hustle. So every role that I had, I was buried underneath the marketing team or buried underneath an eCommerce team.",eCommerce, Value or belief, High Alignment,,,,,,,,,,
"And retailers are like “It's merchandising and operations and that's it”. They rule everything and so marketing is a cost centre and eCommerce is unprofitable. So if you run a business, even if it's profitable, you know, so you're making a couple million or 10, 20, 30 million [dollars] a year… you're kind of a rounding error. You're kind of on the outskirts of the what really the business is, which is procuring products, putting them on shelves and then selling them the customers.",Value or belief, Retailers, High Alignment,,,,,,,,,,
"And so that's been the kind of legacy of retail media. It wasn't clearly defined. It conflicted a lot of like shopper marketing or trade marketing or vendor allowance, co-op spend. Like all that stuff. So, it was really more of a nuisance than anything else.",Budget, Spend, High Alignment,,,,,,,,,,
And what's changed is now the retail media is kind of broken through. And the numbers are material. It’s like the revenue is big. The first study that came out said it's going to be $50 billion or $60 billion by 2025. And then it was $75 [billion] then it was $100 [billion] and now I'm seeing $120 billion of retail media - the size of the industry by 2526.,Moderate Alignment, Business growth, Business norm,,,,,,,,,,
"And what's happening is Amazon is public with their [revenue] number. Now, Walmart's public, with their number. Targets’ public with their number. Kroger is still kind of masking it, but they're going to be public with their number.",Target, Kroger, Walmart, High Alignment, Amazon, Business norm, Revenue,,,,,,
"So now Wall Street analysts are tracking it, and they're asking… and investors in general are asking CEOs and CFOs about retail media. Do they have a program? How much is it worth? Is it growing? What investments are you making?",Business norm, Value or belief, Moderate Alignment,,,,,,,,,,
"So now it's kind of transcended the side hustle project based, you know, teams that are buried under marketing and eCommerce. And now it's what I would call like a core function of retail.",Business norm, Spend, Value or belief, High Alignment,,,,,,,,,
"And so, like across the landscape like Amazon, it's [retail media] a whole business. Walmart, it's a business as a chief Revenue officer who reports to the CEO. They [retailers] don't need credibility anymore. They don't have to prove their value. They don't have to fight for resources. I constantly had to explain to people what I did for a living.",Business norm, Budget, Walmart, Amazon, High Alignment,,,,,,,,
"Now I just add I do retail media. Most people that are paying attention know what that means. So that's really what I see as the difference. Like the big programs are, they have high credibility not only on the retailer side but media, media agencies, media companies. They're being taken seriously. It's well understood.",Value or belief, High Alignment,,,,,,,,,,,
"Now you've got standardisation as a huge topic, whether it's driven by IAB or other kind of industry, groups are really pushing forward to drive maturity. And then if you take a look at who we normally work with - grocers, mass merchants, maybe some specialty - they're taking their programs more seriously. They're looking at in housing [the expertise and capability]. They're looking at upscaling their tech, their talent, their expertise. And so now we're seeing more verticals.",Standardisation & transparency, Scaling, Ad Tech, Value or belief, IAB, Capability and expertise, High Alignment,,,,,,
"Some contracts I'm working right now, Dollar Store, Auto Parts, B2B [business to business] medical supplies companies, convenience stores, gas stations, quick service restaurants. Like now new verticals are trying to get in [to retail media]. And now the whole thing is like it's FOMO. It's fear of missing out and everyone's getting asked about it. And that's really what's changed. So there's just credibility [in retail media]. There's excitement. There's believability.",Concern or Worry, Opportunities, Auto Parts/CarParts.com, Dollar Store, Value or belief, Moderate Alignment,,,,,,,
"Not everyone is positioning themselves ready to win. Like one of the unfortunate by-products of this is that people see, like all this money and they think ‘Oh, well, all I have to do is raise my hand and the money will flow’. Like, that's not how it works.",Business challenge, Managing expectations, High Alignment,,,,,,,,,,
"The big [brands] are just going keep getting rich and the other ones if they don't get the right tech; the right talent; the right account management structure; you still got to check all the boxes to be credible. So that's the biggest flaw, is that you get companies like ‘I want my piece’.",Business challenge, Complexity, Ad Tech, Brands, High Alignment,,,,,,,,
"And so a management consulting firm says ‘Oh well, you're worth $100 million’.  And then they get that number in their head, but they don't do the things that are necessary to get $100 million. They just say ‘Well, somebody told me I'm worth that’. And then they hire AdManager and then whine like ‘Well, how come I'm not getting $100 million?’. Well you didn't create $100 million of value. Like we're not magic. We're good. We're good partners, but we're not magic. You have to put Ads on your site, and they can't be above the footer. They've got to be below the header.",Business challenge, Managing expectations, Value or belief, AdManager, Partners, High Alignment,,,,,,,
"Like, that's a lot of the education I do. It’s trying to help retailers be realistic about their expectations and take the steps necessary to create enough value to make the revenue.",Support & guidance, High Alignment, Managing expectations,,,,,,,,,,
That's kind of my feeling on the state [of retail media]. Like we're just primed ready to go. But it's [expectations are] just it's out of control because everybody wants a piece.,Value or belief, Moderate Alignment,,,,,,,,,,,
Primarily brick and mortar retailers are seeing some kind of winning proposition in retail media because it makes everything else out as that that I understand that correctly?,Retailers, Opportunities,,,,,,,,,,,
"Yeah. Well, I think for the for the retailers that are still heavy brick and mortar, there is only so much they can do. And either they aren't monetising their physical space, or they are and they've kind of maxed it out. Like shelf Ads or cart Ads, or in store radio, or digital signage. In store it's incredibly expensive to put in the infrastructure to even sell retail media.",Retailers, Value or belief, Business challenge, In-store, High Alignment,,,,,,,,
"So, the easy low hanging fruit is online. But if you don't have online engagement or enough of it - or you don't have an online catalogue, or you don't have a big email program, or a loyalty program, or something that can be leveraged to create both digital engagement and sellable impressions or transactions that can be easily traceable for media attribution purposes. What we're seeing is that retailers are definitely trying to take the assets they have and develop them enough.",Moderate Alignment, On-site, Reactive vs Proactive, Email programs,,,,,,,,,
Not specifically for a retail media purpose but knowing that they have to do that in order to create enough value as a media publisher or a data broker or whatever it may be.,,,,,,,,,,,,,
"So like a good example is grocery, where in the US I think the average grocery penetration at this point is like 7, 8, [or] 9 percent. Some of the better ones are in the low teens [percentile]. Some of the worst ones are still like 1%, 2% penetrated and what they're doing is (and this was definitely accelerated by COVID), by having a stronger digital business, they're recognising that that creates more value as a digital media publisher.",Diversity, Opportunities, Value or belief, Publishers, Retailers, USA, High Alignment,,,,,,
"And what I see is - not everybody - customers aren't ready. They're not going to have 100% eCommerce penetration or 80% or probably even 50% anytime soon. So they can't necessarily do that, but they can pick it up and try to get a percent or two or three percent penetration over time and try to build more capacity and their digital warehouses and they're picking and their delivery capabilities. Like they can do that.",Digital channels, Marketing, Revenue, High Alignment,,,,,,,,,
"But what we're finding is are getting more creative. Like one retailer we work with, they used to have a loyalty program that had no digital aspect at all. It was all print coupons and postcards and, you know, mailers and that kind of thing. What they've done is they've now shifted to all the offers have to be loaded digitally. So it's a digital offer instead of a physical offer. They do all their communications by email instead of through postcard.",Anecdotal, Digital channels, Email programs, Marketing, Good offering, Retailers, Moderate Alignment,,,,,,
"And what that does is the by-product of that is it creates a ton of digital engagement that even if that's not an eCommerce shopper, it's a digitally engaged shopper which creates monetisable value.",Digital channels, Marketing, Revenue, High Alignment,,,,,,,,,
"So I think more and more retailers are starting to put those worlds together so they can connect the plumbing. Where like my experience [was] like the loyalty team had what they had, and I had what I had. We both use the same base data to do our things, but there wasn't a lot of correlation between what we do.",Value or belief, High Alignment,,,,,,,,,,,
So I think that's where retailers are going to continue to lean in on that as more digitisation of their business. And so like digital circular. There's always been digital circulars like Flipp in the US. Like Flipp is on every digital circular there is on every grocery website. But it's still only used by digitally engaged customers.,Retailers, Digital channels, Flipp, USA, Moderate Alignment,,,,,,,,
"But like Kroger's announced [in April 2023], they're not doing a [weekly printed] circulars anymore. And so no printed circular that's going to force all those people that shop off the circular online. And I assume that they make that decision knowing that it's going to pay off.",Digital channels, Kroger, Moderate Alignment,,,,,,,,,,
"There's a lot of risk in doing that to sales, but they're going to create more digitally engaged shoppers, which is going to help fuel their monetisation business. So they're all attacking it a slightly different way, but that's what I'm seeing. They’re [retailers] definitely starting to put those pieces together, yeah.",Retailers, Business challenge, Revenue, Moderate Alignment, ,,,,,,,,
"As retailers become more digital, are they [brands] trying to consolidate their spend or are they still happy going into these walled gardens or similar?",,,,,,,,,,,,,
So I think they'll [brands] will go into any walled garden as long as the walled garden is big enough and the retailer has enough leverage.,Business norm, Brands, Retailers, High Alignment,,,,,,,,,
"And so, there's like the ‘can't lose’ retailers that get more than they should. Amazon is one [example]. Like Amazon definitely deserves a lot of the money they get. But for like traditional grocery and CPG [consumer packaged goods] business, they [Amazon] get way more than they should.",Concern or Worry, Value or belief, Amazon, CPG (Consumer Packaged Goods), High Alignment,,,,,,,,
But you have like General Mills and craft and Pepsi like they're terrified of losing share on Amazon. And they know that over time more and more people are going be buying their products on Amazon's website. And they don't want to piss off Amazon. They don't want to lose their [Amazon] search rankings or their sales velocity or whatever it is. So they overspend there. Instacart's another one. Like they get way more money than they deserve to get.,Business challenge, Overspend, General Mills, Pepsico, Amazon, InstaCart, High Alignment,,,,,,
"So as an example, like with Ahold Delhaize, Instacart represents about 30% of eCommerce transactions. But 70% of transactions go through Ahold Delhaize’s core eCommerce business through their eCommerce platform, their own fulfillment, their own pickers, their own pickup people, their own delivery trucks.",eCommerce, Ahold Delhiaze, Retailers,,,,,,,,,,
But we have brands that spend more on Instacart than they do on Ahold Delhaize. And what they do is they think ‘Well i bought Instacart. Therefore I've got coverage on Ahold Delhaize because Ahold Delhaize is covered by Instacart’.,Business challenge, Spend, Ahold Delhiaze, InstaCart, Brands, Retailers,,,,,,,
"But they're [InstaCart] only servicing 30% of eCommerce shoppers and eCommerce shoppers only represent 10% of total shoppers [for Ahold]. So the core websites, the people who are loading coupons, looking at the digital circular checking store hours, doing pre-shop stuff, they're [brands] not reaching any of those people.",eCommerce, Ahold Delhiaze, InstaCart, Business challenge, Low Alignment,,,,,,,,
"And so brands are definitely cherry-picking the biggest retailers that they have to win with or the ones with the merchants that will yell at them if they're off [not hitting targets]. [For example] Walmart, Target and Amazon, Kroger. And then they're going with the ‘easy buy’.",Spend, Kroger, Target, Walmart, Amazon, Brands, High Alignment,,,,,,
"InstaCart’s a really ‘easy buy’ because they represent 100 different retailers or grocers or whatever in one buy. All your Ads funnel out to the market-place and you don't necessarily care where the money is going. And then everybody else just kind of gets in line and they put their hand out. So, Absco (Albertsons Media Collective/AMC), Ahold [for example].",Concern or Worry, Spend, Ahold Delhiaze, Albertsons, InstaCart, Moderate Alignment,,,,,,,
It's interesting. There's still a mafia there.,,,,,,,,,,,,,
"It completely is. Even though more and more money is going to retail media, a lot of that shifting out of shopper marketing like some of it's coming out of trade. But shopper marketing has been a really, really, big industry, at least in the US. And so I think a lot of that money is coming out of shopper marketing. Some of us coming out of brand, but a lot of brand money got funnelled into retailer specific programs via shopper marketing anyway.",Budget, Marketing, Brands, USA, Moderate Alignment,,,,,,,,
"So that's kind of the infrastructure that's in place for how brand spend money with retailers when retailers put their hand out and say ‘Hey, I need money’. So I think what they're doing is retailers [are] saying ‘Hey, I need retail media money’. They're [brands] saying ‘Oh yeah, we already know this play’. And they'll give them just enough to keep the retailer quiet.",Business challenge, Spend, Brands, Retailers, High Alignment,,,,,,,,
What I don't see is this like this high degree of excitement saying 'I've got to be buying Ahold. I've got to be buying Hy-Vee. I've got to be buying Piggly Wiggly'.,Ahold Delhiaze, Hy-Vee, Piggly Wiggly, Value or belief, Moderate Alignment,,,,,,,,
"You'll say ‘I got to buy Amazon [Ads]. I got to buy Walmart. I got to buy Target’. And I was thinking about this just earlier today with AHold Delhaize as a regional grocer. So they cover about a third of the US. In that third they are a number one or number two retailer. So if you want to buy grocery [Ad media] in eastern United States, you have to be partnered with AHold Delhaize. But there's not like a line out the door to spend money with AHold Delhaize. It's still just everything's just a fight.",Concern or Worry, Spend, Ahold Delhiaze, Target, Walmart, Amazon, Amazon Ads, Brands, Grocery, Moderate Alignment,,,
"I was thinking like, at a certain point, if I'm Kraft and I'm buying Amazon and Walmart and Target and Kroger. I already have national coverage. And you have to start thinking about where's the overlap? How many Walmart shoppers are Target shoppers or Kroger shoppers [are brands doubling up on]?",Over-marketing, Overspend, Kraft (Heinz/Kraft), Kroger, Target, Walmart, Amazon, Moderate Alignment,,,,,
"Like if I'm hitting a Target shopper, am I also hitting a Wegman shopper? Am I also hitting a Walmart [shopper]? Like how much crossover is there?",Over-marketing, Overspend, Target, Wegmans, Moderate Alignment,,,,,,,,
"So if you're buying through every retail media platform, are you hitting the same customer 5, 6, [or] 7 times? And is that smart? And I don't think that retail media in general has solved that problem. That's the problem with the [retailer] walled gardens. There's no [Ad serving] frequency capping. There's no overarching media control.",Media buying, Ad serving, Over-marketing, Overspend, Lack of Control, Low Alignment,,,,,,,
"You're just spending to spend. And you think like I've got, like, I've got 25 million and I've got 100 million shoppers and I've got 50 million shoppers. Well, if you put those three sets [of shopper figures] together and you deduped them… you can't just keep adding them together. There’s only so many shoppers. And so I think what brands are doing and agencies are doing - on [the] brands behalf - is they're just getting coverage. And you can get a lot of coverage if you just buy the top five retail media programs. And that may not be good, it may not be smart. It may not be the most effective.",Concern or Worry, RMN coverage, Routine activity, Brands, High Alignment,,,,,,,,
"But I think that's what a lot of these regional grocers or specialty retailers, or smaller programs are really struggling with to get their share of the big retail media spend is that brands are thinking about it differently.",Business challenge, Retailers,,,,,,,,,,,
"They're [brands are] not saying ‘Well, AHold Delhaize has the best program or all AdManager clients have the best program, or EllisX’s Core ID's the best’. They're not necessarily going that way. They're going with which retailers are the loudest and the strongest. Where can I get the most national coverage, and then can I buy that way? So I don't know how this gets solved.",Brands, RMN coverage, Spend, Ahold Delhiaze, AdManager, EllisX, High Alignment,,,,,,
My thought is that like Pacvue and the Skai’s and the [retail media] buying platforms that help facilitate buys across multiple networks is probably the winning idea. I think that's why Trade Desk is kind of eating our lunch and in off-site [media]. It's just easier and it has broader base and there's the most number of retailers there and have their data at Trade Desk.,Competitors, Media buying, Pacvue, Skai (Kenshoo), The Trade Desk, Competitor advantage, Low Alignment,,,,,,
"So even if it's not as good, it's not as good as [EllisX’s] Core ID, all that kind of stuff, I don't think it matters. And I think the standardisation around performance and data integrity and all that and buying preferences… I think that's going to help the winners’ kind of rise to the top [with] the best technology. The best data [will] rise to the top. But right now you kind of have to just work on faith [in relation to the metrics] and every retailer says ‘Well, my stuff is the best. My numbers are the best. My performance is the best’. Everyone's using different methodology. We know what Criteo does. And kind of Halo reporting and kind of juicing the numbers a bit. Like until that gets sorted out I think brands are going to continue to take to spend where it's easiest and spend where they can't lose.",Ad Tech, Competitors, Data, Performance, EllisX, Standardisation & transparency, High Alignment, Business challenge, Metrics, Reporting, Spend, Criteo, Halo reporting
"And that leaves a lot of retailers and a lot of walled gardens kind of on the chopping room floor, just not making the cut.",Low Alignment,,,,,,,,,,,,
"It's so it's so interesting how you talk about [how] brands go for all these big networks and that it's retailers at the end [of RMN’s]. But whoever [retailer] sends you [brands] the daily email to, say, hurry up and invest.",,,,,,,,,,,,,
"Yeah, well, that's why when we look at how we sell, it's all about account management. It's bringing proposals, it's pitching business, it's bringing ideas. It's asking for money and doing it consistently. And it's not necessarily like the relationship drives it. I think it's just about opportunity.",Partners, Low Alignment,,,,,,,,,,,
"Who has money at the end of a quarter, at the end of a period at the end of the month. Who's looking for the best idea to take to their brand client. It's about that activity [of seeking out opportunities]. It's not like the brands are coming out and making I think holistic, smart decisions about where they're going to place their bets. I think it's more about ‘Who's forcing my hand, and I have to spend, and who's bringing me good ideas at the right time’.",Advice and guidance, Spend, Brands, Partners, Moderate Alignment,,,,,,,,
"And so if there's a correlation where if we're not actively out pitching business, we don't see the pipeline growing. But if we're actively pitching for some reason, there's a correlation to the pipeline growing. But that's [AdManager] people - that's not the platform. That's not tech. That's not automation.",Staffing or Resourcing, AdManager, Partners, Low Alignment,,,,,,,,,
And I think automation can solve that where you have an account manager and you got to load your wallet. And they [brands] can see activity and performance and sales. That's where I think the platform itself can help us overcome some of that and create that excitement to spend. Or that belief that when I spend my money through a retailer that is using the AdManager platform [that] it's actually turning into business. Like I think there is a correlation between those two.,Automation, AdManager, Brands, High Alignment,,,,,,,,,
"But right now it just it's about the [AdManager] people out there pounding the pavement, asking for the money, bringing the ideas and trying to be as opportunistic as possible. I don't think the brands know what to do either. Retailers are still learning and brands are still learning it too. Like we always think that they know what they're doing because they're the smart marketers and they are. But with retail media, I think they're still figuring it out.",Staffing or Resourcing, Advice and guidance, AdManager, Support & guidance, High Alignment,,,,,,,,
"I think there there's enough education forums now. I don't know if they're all super effective - like Shoptalk, Grocery Shop in the US and Path To Purchase. There's a lot more events where these topics come up. But what they do is they end up bringing in retailers and brands that talk about it but they don't give away their trade secrets. It's always a high-level amount of information anyway, but at least the conversations are happening. So that's a good start.",Knowledge gap, Grocery Shop, Path To Purchase, Shoptalk, USA, Support & guidance, High Alignment, Value or belief,,,,,
I am a little bit jealous of Criteo’s certification program. And that could be like getting certified on a platform - like I'm AdManager certified. But it could also be like I've gone through retail media education. I think the standardisation [of retail media platforms] will help the education be more formalised as well.,Future research, Competitors, Competitor advantage, AdManager, Criteo, Standardisation & transparency, Support & guidance, High Alignment,,,,,
"But I think with each passing year it feels like there's 1000 or 2000 more people who now work in retail media. And over time I think that's going to create more people that have done this [learning how to use RMN’s]. By still think they're mostly on the agency and the service provider side, and there's not enough built-in expertise [development] on the retailer side.",Business challenge, Staffing or Resourcing, Agencies, Partners, Capability and expertise, High Alignment,,,,,,,
"There are exceptions, like Walmart has hundreds [of retail media people] and Amazon has thousands, and Kroger has hundreds and Target has hundreds. Some of them have figured this out, but for most they've got one person or maybe two or three or four or five people that even work in retail media.",Staffing or Resourcing, Kroger, Target, Walmart, Amazon, High Alignment,,,,,,,
"But these are like they're marketing, like retail marketing re-treads. They're former merchants. They're not even media people. They're retailers and so like they need a ton of education.",Business challenge, Retailers, Capability and expertise, Support & guidance, High Alignment,,,,,,,,
"And I don't know how we solve it other than bringing forward different education. I don't know about like if [it’s] PR and articles. I know that EllisX publishes this stuff and we try to do education. We're doing a webinar with some of our clients next week. We try to bring these things forward. But I think that's just a really, really slow process to do there. I don't know if it's a university a gathering where we kind of get to the fundamentals.",Business challenge, EllisX, Capability and expertise, Support & guidance, High Alignment,,,,,,,,
"There's a lot of these [webinar or podcast] people I follow. I follow a lady that does a podcast on how to win on Amazon. And all she does is like how do you manage your CPC? How do you read this report? How do you how do you pick keywords. Like I know we have all these cool tools. What if we just create the same kind of content and pump it out there because we have a lot of self-serve people who don't know what to do. And instead of doing the wrong thing, they do nothing. And they [brands and retailers] just and they just sit there.",Reactive vs Proactive, Support & guidance, High Alignment,,,,,,,,,,
"So we so we can have the account manager call them all day long and say ‘Hey, you should do this, you should do that’. But like what if we actually taught them to help themselves. Like, teach them to fish instead of fishing for them.",Capability and expertise, Support & guidance, High Alignment,,,,,,,,,,
"Like, that's where I think there's a ton of opportunity to give people the confidence to do this. Because [with] agencies, I think you end up with a lot of people at brands or at agencies that are assigned to do retail media and they're thinking about it in old ways. Or maybe they bought postcards and [printed] circulars and in store signs. Or maybe like non-ad served space on websites. They don't know how an auction works. They don't know our logic, and even though we build cool tools, they don't really know what it means.",Knowledge gap, Opportunities, AdManager, Agencies, Support & guidance, High Alignment,,,,,,,
"And it's interesting when you get someone on our side who's a really experienced CSM or really experienced seller, they know how to have the exact right conversation about you need to add these keywords. You need those things. How do we get the clients to help themselves a bit more and to feel empowered to do that.",Staffing or Resourcing, Opportunities, AdManager, Partners, High Alignment,,,,,,,,
And either we do it through tools and it just magically happens with automation and tools and prompts. Or if there's something that is currently manual or would be manual for a while or requires a little bit of human intervention. How do we give them the information they need to confidently do that stuff?,Business challenge, Manual effort, Automation, Capability and expertise, Support & guidance, High Alignment,,,,,,,
"But I just don't think we have enough [education and customer support material]. There's a lot of people in retail media that don't really know either. They don't know [retail] media, they don't know auctions, or they don't know retail. And I see that a lot too.",Business challenge, Knowledge gap, High Alignment,,,,,,,,,,
"You get a lot of people that come from the media background but don't really know retail. They don't know how retail works, how retail customers work, how merchants work, and that's kind of that's less important. But I also see that as well.",,,,,,,,,,,,,
"I think It's a bit intimidating or it's a new space for them, or the wrong people have been assigned to do it. So either we need to get the right people involved, or we need to train the wrong person to become the right person. And that's probably what we need to do.",Business challenge, Complexity, Staffing or Resourcing, Training, High Alignment,,,,,,,,
"So I'm envisioning the little Microsoft paper clip dancing in the corner of the AdManager platform saying ‘Hey, maybe you should do this’. And I think email notifications is going to be a big thing. It’s like we don't have to have the humans doing it all the time or uncovering opportunities or auto optimisations or whatever. I think there's a lot that I've seen in the product roadmap that's going to help with these things. But I also think surfacing up as much kind of cross-education as possible… best practices. And having people be as self-sufficient as possible is going to be a good thing.",Future opportunity, AdManager, Notifications, Support & guidance, Moderate Alignment,,,,,,,,
"It was a lot about how brands and retailers are interacting now, and in the future, to be honest. Especially as we end up doubling the amount of RMN platform. You know, like retailers that decide to get there, a bit of lunch too.",,,,,,,,,,,,,
"Yeah, it's going to keep happening. Like in the US, we're pretty well saturated with the predictable retailers. And now it's all these specialty ones that are coming up. Now we're getting further and further from people who have any idea what retail media is. And that's always like a big concern.",Business challenge, Complexity, Retailers, USA, Moderate Alignment,,,,,,,,
"So like we're working on AutoZone right now and they're a huge company like big business. But their brands aren't P&G [Proctor & Gamble], they're not Kraft. These are not sophisticated marketers. They're good, strong brands, but it's a completely different industry. And what we're finding is we're replacing Quotient. And Quotient kind of abandoned their SPA [Sponsored Product Ads] product and they couldn't find sophisticated media buyers to sell Autozone's SPA to. So what I'm confident is for us to succeed at AutoZone, we're going to have to train not only the client, but the brands to utilize it.",Sponsored Product Ads (SPA), Training, Auto Parts/CarParts.com, Procter & Gamble (P&G, AdManager, Quotient, Support & guidance, High Alignment,,,,,
"And we're going to do better than Quotient. Quotient’s platform is not intuitive - it's bad. We're going to be a lot better, and it's going to be easier for brands to activate. But the further we get away from mass grocery - kind of like where the big brands are with strong agencies and that sort of thing or strong in-house teams - it's just going to get harder and harder and harder. So the more on-demand education, tools in the platform or some kind of content or training or whatever. So we don't have to keep throwing people at it. I think it's going to be a good thing, and necessary.",Business challenge, Manual effort, AdManager, Quotient, Grocery, Capability and expertise, Support & guidance, High Alignment,,,,,
"Thanks for that, Mark. That that's all I have and thanks for your time.",,,,,,,,,,,,,
"I might have one or two follow up topics as I'm going through more of these papers. But if I have, I'll just send you a message if you have any thoughts or ideas.",,,,,,,,,,,,,
"I don't usually see any resistance to when it when it comes from the retailer side. In fact, it has been a long time since a retailer’s looked at what we're presenting and say “No, we're not going to. That's nothing we're ever going to do”.",Anecdotal, Business norm, Moderate Alignment,,,,,,,,,,
"That is rare and part of that is because most of the time we're fielding inbound requests. So it's people are already having interest or curious. And other times it's we just started a conversation with a given retailer. I can't think of any retailer other than maybe some specialty retailers, especially around luxury fashion or luxury goods that are saying “No, we don't need to do this at all. This is nothing we want to do”.",Anecdotal, Moderate Alignment,,,,,,,,,,,
"Now I was getting that objection five years ago, all the time, but not now. So it's kind of interesting when some say, “Hey, retail media networks… not for us”. I rarely hear that I can't even tell you when the last time I heard that was it's been at least two years. Anybody who's saying that or not, the ones we're talking to and they're not even in the industry that we're talking to. Now some retailers may say that if they're too small. Though a lot of the small ones are saying we need to do this.",Anecdotal, Moderate Alignment,,,,,,,,,,,
"And sometimes it's us saying “Hey, you need to grow your audience because for the one million page views you're getting every month, it's not worth it for you right now”. So it's more of us turning retailers away and saying “Hey, that's going to be a lot of work for $50,000 a year, or $100,000 a year.",Opportunities, Value or belief, Criteo, Retailers,,,,,,,,,
"So that's more of where the push and the pull comes from. But we don't have retailers saying this isn't for us now. We may not be the company they [retailers] go with ultimately, but it's not a matter of [retailers saying] we shouldn't do this.",Reactive vs Proactive, Retailers, Moderate Alignment,,,,,,,,,,
"Yeah, most retailers have a wide range of offerings of which we only do a portion of them. So most retailers have email. Like almost every retailer has some sort of email offering. Some of them have in-store. They all have in-store offerings to some degree.",Email programs, In-store, Digital video, Retailers,,,,,,,,,
"Varies on what they have, and they all have social [media channels] and then some of them will have some sort of off-site audience extension type of offering. But they all have email [channels] and they all have social [channels]. And then when it comes to the consideration set [of offerings], we're seeing more and more doing banners, in addition [to] on-site. to sponsor products. But I think it's funny sponsored products being the “gateway”. That's an interesting way that that's put. I don't disagree with it, but It's sort of the base [retailer offering to brands into RMN’s].",Consideration (funnel), Email programs, Off-site, Sponsored Product Ads (SPA), Social media, High Alignment,,,,,,,
"If we look at all the all the base points and you know where budgets are spent. Sort of what's enticing, sponsored products, high return on Ad spend. Very easy to implement you know. Doesn't affect the [retailer’s on-site] UI at all… or minimally. It's all native [for the retailer]. Very easy and sort of low hanging fruit to pick off. So that becomes a starting point, but very quickly moving into those other places along the consideration funnel. One thing we're starting to hear more and more, is we're getting asked more and more about video. In various places along the [sales] funnel.",Business growth, Budget, Consideration (funnel), Digital channels, ROAS, Sponsored Product Ads (SPA), Digital video, Retailers, Moderate Alignment,,,,
