TRANSCRIPTION,TAGS,,,,,,,,,,,,,
"And so then CTR may not necessarily matter to them in those situations. So that's generally, new product launches or like SmartFoods spoke at one time where they dominated in the liquid breakfast market and then there was a big turnaround of that in like couple of years. There's been a lot more [competing brands] entering into that market. So then they had to really drive their liquid breakfasts and get their stuff being seen first and foremost, ahead of everyone else. And so previously their strategy was ""Let's just get some sales or let's just tick it away and let it just mull away in the background"". And then suddenly, they had to change their strategy real quick because they had a lot of competitors coming through. And so they had to put a lot of money towards driving it; have an impression-based and keep their name and their brand out there. So, it really depends on what's going on with their product in market too.",Promotions, Business strategy, Impressions, CTR (Click Thru Rate), Product, Sales, Brands, Competitor,,,,,,
"So that's in campaign. We're trying to really start focusing more on goals. And so we want to have some basic goals and see what's your strategy. Is it to gain more sales? Is it just to get your product seen? And then we can start hearing a lot of what we do towards their [brands] goals and their recommendations based on their goals. If their goal is to get impressions, we might recommend that they have a campaign with a lot of banner content or very heavily banner-focused, right? Versus if they want sales, we’ll be saying ""OK, let's try and get you everywhere on the retailer's website and no matter what, we'll put you in every placement or the placements that we know get good return"".",Business strategy, ROAS, Sales, Campaigns, Awareness (funnel),,,,,,,,,
"And so we're giving those Tier 3’s a disservice because we don't give any of that insight in that campaign creation flow. And that's why we were hearing for some of those ""Oh, we just put the money in there and just see what it does"" right or like ""I don't know what to do. So I just put it in there and I put it in on everything. And then I don't really know what to do with what comes out the back of it to make sure that it performing well"". So they're just so blind, they don't understand all of that strategy and how to change those levers.",Tiers (customers), Spend, Understanding vague, Improve understanding, Poor guidance, Insights,,,,,,,,
"Whereas Narim [in Uni Co] and Clive [in SmartFoods] are like, way ahead in that game. And they're like ""I need to change this bid; and move that bid; and change that spend; and move money from there to there; and make sure that spends"". And so they've got all of that. Whereas our Tier 3’s don't. And we're not helping them at the moment, which is really bad. But if we started to do some of that goal-based campaigns, you can see how Tier 2 and Tier 1’s might actually like that to potentially like ""Okay cool, you're now thinking like us, and so we can trust you a little bit more to spend our money properly"". Whereas at the moment they've got to be very hands on with our system and that's why they coming through managed services and things so.",Improve understanding, Future opportunity, Sainsburys, Managed service, Tiers (customers), Uni Co, Optimisation, Spend, Business strategy, Bidding,,,,
"So when you're thinking of the different needs of brand and retailer, retailer is very much inventory and Fill Rate. That's their main focus, right? They [retailers] need to have as many people advertising in as many spots and they need to have as much inventory as possible on their website without flooding the market too much. But that's their main thing is Fill Rate and inventory. Brand is like return on Ad spend [ROAS] or impressions. So retailers want to get as many people [brands] in there, and then the brands want to know that they're investment is worth it by being on the retailer's website. So they're the two different ways that we can focus on things.",Spend, Fill Rates, ROAS, Brands, Impressions, Retailers, Inventory,,,,,,,
"Retail Media Planner, I think is probably a little bit too complex for what it is. I think we've over-engineered something that is quite basic. They [retailers] just need insight into like where do I need to put like my energy in terms of which brands do I need to go after all where are the gaps [opportunities to sell Ad inventory]. We've learned that auction is probably not really what they're after in that [Retail media] planner. They’re after the fixed cost placements. So the fixed tenancy placements and how to fill those.",Insights, Retailer needs, Retailers, Inventory, Retailer Media Planner (AdManager), Placements,,,,,,,,
"[For] Auction, I think there's still benefit in kind of flagging with them where they might want to focus their energy. But actually creating [campaign] proposals and all of that sort of stuff for auction placements is not as critical to them because that's money that kind of just spends itself and that's our job to make sure that it spends itself. They [retailers] want to make sure that all of their fixed costs placements not getting filled as a priority. And obviously still there's money going towards Auction, but that's not as key as having those fixed cost placements filled.",Spend, Future opportunity, Placements, Auctions, Retailer Media Planner (AdManager), AdManager,,,,,,,,
"That's a David question, I think more than anything.",,,,,,,,,,,,,,
"We're working through that. There's a couple of things. I just I just sent you a message. So there’s the ecosystem [research insights] stuff. There's the Dovetail insights. All that stuff that Betty talked about – all that stuff, and the strategy. Because how those how they run it is totally different to how like some of the brands would run on say Sainsbury's or Target. So yeah, we should go through that. And the mental models as well, because there's some contextual information here that might help the team. There's a couple of other bits of research we found [around] why brands are under spending. So there's a bit of additional information on top of what Betty talked about as well. Like the lack of notifications on the platform, and the pacing [of campaign spending] and all that. There's also a lack of digital literacy and knowledge as well, that's actually impacting on spend as well.",,,,,,,,,,,,,,
I hope it helped.,,,,,,,,,,,,,,
Thank you.,,,,,,,,,,,,,,
"Any questions Fan, you've been very quiet.",,,,,,,,,,,,,,
"Yeah. I'm just wondering at the moment we are trying to optimize CTR and we are at the moment showing the Ads that we think has the higher click-through rate. But we're actually not differentiating between for, example showing women's makeup to you or to me. So we don't have the customer identification. Maybe if the retailers can tell us some basic information about this customer, we don't actually need to know the identity of the customer. They can anonymize them, but that can actually be helpful in terms of improving the CTR and conversion. Otherwise, we don't have very helpful mechanisms to improve that.",,,,,,,,,,,,,,
"Yeah. So that was the discussion around like do we need to partner with people like Adobe. We need to work out what sort of CDP's [Customer Data Platform] our different retailers are using. So Adobe is a relatively big one. Because retailers are like extremely reluctant to give us data, no matter what. But as you say, it's trying to explain to them, we don't need to know who the customer is. I only had a conversation with Woolies [Woolworths ] yesterday about Adfluence. But I had to explain to them because I said Adfluence is like we don't care who the customer is. You work all of that out and then you tell us what you think this customer wants to see.",Retailers, Future opportunity, Data challenge, Adfluence, Adobe, CDP (Customer Data Platform),,,,,,,,
"See, they hadn't appreciated that, because often when we go to them with audience targeting it's us saying we want to have their customer ID and you give us a profile on that customer beforehand. And they are they do not want to do that at all. They don't want to give away their cards [store and reward card info]. They don't want to give away their data. And so we've got to find a way where we can do that either through a middle-man or like saying we don't need to know who the person is. Just give us some of these like flags or indicators that we can use in in our relevancy or otherwise.",Customer needs, Data challenge, Future opportunity, Retailers, AdManager, Relevancy,,,,,,,,
"So I think Adfluence is starting that and opening that gate up. But we don't want to have to try and tailor that to every single retailer necessarily. So it might be better to start thinking about whether there's CDP [Customer Data Platform] platforms that we can start saying “OK, cool. Again, we don't need to know who the customer is, but just tell us what products they've bought before”. Or like this person is browsing… this random person under a session ID. We don't care. But we know that they buy L’Oreal makeup. So make sure that L’Oreal as a brand is very highly influenced in the in the algorithm. I think we can start having those conversations with retailers. They're open to it. It's just we've got to be mindful that they want to own their own customer data.",Adfluence, CDP (Customer Data Platform), Customer needs,,,,,,,,,,,
"So we've just got to do it in a way where we say ""We don't need to know who the person is, but we need to know what their propensity to buy is"". And so we need to work together on that. And it was funny because Woolies… they're all building their own relevancy algorithms, right?  And so, how do we join forces?",Relevancy, Woolworths,,,,,,,,,,,,
"Because it wasn't until I said we're starting to inject some of this stuff into our algorithm where they were like ""Oh. OK, cool"". And I said, and we don't need to know who the customer is to do what they're like ""Oh wow. Alright”. And so I think they're open to it as long as we keep this whole “It doesn't matter who the customer is"". Obviously, Core ID and all that's going to start changing that [identifying the customer behaviour]. But again, what do we do in that space in the meantime to fill that void? Where until the gain the trust of Core ID and what you can achieve. Because everyone's trying to do the same thing as we are and we're trying to say, let us do it for you. So it's how do we convince them that that's the best thing to do?",Advice and guidance, Future opportunity, ConsumerID (EllisX),,,,,,,,,,,
Got it.,,,,,,,,,,,,,,
Alright.,,,,,,,,,,,,,,
Thank you.,,,,,,,,,,,,,,
Have a good day.,,,,,,,,,,,,,,
Now we've talked a lot.,,,,,,,,,,,,,,
No we've never spoken before.,,,,,,,,,,,,,,
"I mean like it's pretty close to the same, to be honest. We just have more retailers. We lacked effective product management essentially until Betty and David joined. I hope Adam never ends up watching this because he was here earlier. But we have always had retailers banging down the door and, I think we're all still familiar with them doing that. Our bills are paid by retailers, at the moment. So naturally we want to keep the bills getting paid. They still are. The US is a really interesting dynamic because we make money off the brands as part of our direct managed service offering. So retailers will negotiate us to the hard-line and similar. But I haven't seen a massive shift in the length of time it takes to acquire a retailer.",Revenue, AdManager,,,,,,,,,,,,
"Or that much around how much they push brands. There's been a lot more market education that's happened. A lot of brands were on fixed tenancy models or similar and it's taken a lot of time to convince retailers and auctions are a better way. That's probably a bigger shift that I've seen because we spent a long time convincing retailers that auctions the way to go. Then we built fixed tenancy and did that across the US network, and now we're back on the auctions. But in terms of the power dynamic between retailers and brands, it's only really new. Like in the last year where we've started seeing the shift because there's too many RMN's. Did that answer the question? Like you said, this is therapy.",FTA (Fixed Tenancy Ads), AdManager, Auctions,,,,,,,,,,,
"You've got really, really smart ones who want to do everything themselves. Like goPuff almost even Nectar [Nectar360]. Like they might not want to do it, but they can. And then rather feed us their data and then we have the exact same amount on the other side, which don't want to do anything, and make the money now. Albertsons was very similar where they were like, you know ""I can give you suggested search terms. I've given you the suggested search terms. But you should be able to do this"". Which I agree to because the amount of time it takes to do that data onboarding and the convincing is just a massive resource churn on the customer sales onboarding side.",goPuff, Data, Nectar360, Search terms / Keywords, Business challenge, Albertsons, Retailers, On-boarding,,,,,,
"Every time we have to ask a retailer to do something, it's moderate engagement work. You have to convince them what it's worth, because they got to put resources on their side. So anything that's automatic from the retailers perspective is naturally easier to talk about using. It'd be similar to us saying ""Oh you can do your own email notifications. Like, here's the reporting API"". Like you can and it'll drive outcomes, but it's a pain in the bum. I know that's probably a bad example.",Business challenge, Retailers, Future opportunity, Staffing or Resourcing, Notifications,,,,,,,,,
"Any time we need to ask a retailer, ""OK, you need to provide us this to unlock this"". They have to do their own assessment, you know, is this worth us investing $4000 in employee time? But you know, I mean like they have to do their own assessment, is actually going to make us any money compared to competing items. As opposed to, ""Hey we got this new thing coming up. Like did you want in?"". It's just an easier conversation.",,,,,,,,,,,,,,
"I'm actually curious, is there like a cultural divide that maybe like European retailers or Australian retailers are more cautious for his US retailers are more gung-ho, or is it is there no pattern there?",,,,,,,,,,,,,,
"It damn good question. So only from our experience, the Woolworths and Coles are a great example. Where Woolworths will take forever to do it but they'll get it right and Coles will try to do it quick and do it in the same amount of time with a couple of stumbles. So in terms of you've been thinking retailers that actually are keen to do the development work for these extra features versus none.",Coles, Woolworths, Retailers,,,,,,,,,,,
"Yeah. So, like the ones that want to do everything like goPuff versus the ones that don't do anything and probably want to stick with fixed tenancy and ride that out.",,,,,,,,,,,,,,
"Personally, I can see less and less of the ones that want to do everything because it's work. You want a platform that just does everything automatically – as long as it does it right, which is the really hard thing. Because Criteo does everything automatically and then they get a heap of wrong matches. Like I think you might have value talking to like Cathy M [Senior Director, Retail Media Partners, AdManager] or someone on the Target side because we have a lot of people in the US that worked for Criteo. So they'll be able to talk to you about everything Criteo did wrong and how Criteo pisses off retailers. But I remember them talking about ""Oh, Criteo does all these automatic keywords"". And then they'll be on the phone all the all day to the tech team [in Criteo] like ""Can you quickly remove this one? Can you remove that one?"". So if it's good, it's good. If it's bad, it's bad.",Search terms / Keywords, Follow-up, Automation, Competitor advantage, Criteo,,,,,,,,,
"I'm just trying to think. So, trying to convince retailers to develop anything is work. You need to convince the value. Something like brand pages makes total sense. It's work, but the outcome is tangible, and you can see this. Suggested search terms is a really good one because it can drive a lot of outcomes, but it is a lot of data work to get right, test and develop. Now I love suggested search terms and the outcomes good when the retailer's good. But Ahold [Delhaize], for example, don't have it. It took us ages to talk Albertson's through it. It's a lot of client development and sales, convincing. To share that data, you need a team to talk to their data team like there's a lot of work in it.",Ahold Delhaize, Search terms / Keywords, Future opportunity, Data challenge, Retailers, Albertsons,,,,,,,,
"I'm just trying to think. Then we have a lot of the Tier 2 into Tier 3 retailers just aren't going to get there. Like ShopRite, Hy-Vee? Like it's arguably not really worth the squeeze for them, or we try and push them onto other placements or other capabilities that will make us more money.",Hy-Vee, ShopRite, Tiers (customers), Placements,,,,,,,,,,
"So you mean the opportunity, if we magically did it ourselves, somehow? We know it's ten years in the future, two years in the future. One of the biggest pains in the bum is [retailers] reviewing and then creating. So if you can show more search terms to campaigns, get bigger. If I as a retailer don't have to review every damn campaign and their selections, then you know it's easier on me. It's just easier revenue. I have less head count I need to hire – have less people that need to manage this system. And I'm also going to have less of that poor review person complaining that the system sucks.",Search terms / Keywords, Approvals, Future opportunity, Retailers, Manual effort,,,,,,,,,
"Again, not that our system sucks, but like thinking of Nectar and the fact that that have three people per day reviewing campaigns. Like they just get droned down on it [the amount of manual effort]. That makes life easier. The opportunity on the campaign creation side gets larger, assuming all goes well, and easier.",Campaigns, Approvals, Nectar360, Staffing or Resourcing, Manual effort,,,,,,,,,
"OK, so my question is what's the opportunity of growth? We move some of the retailers into Rev share. Our revenues more ties to their performance.",,,,,,,,,,,,,,
"So if we move retailers under revenue shares instead of software as a service [SaaS], you mean?",,,,,,,,,,,,,,
Yeah.,,,,,,,,,,,,,,
"You going to put this into Dovetail and it's just going to say it just makes life easier. So I think everyone, at least on the product side, has been waiting on pricing or advice on pricing. We have three or four solutions which don't have pricing but are tech ready. So the reporting API is ready – like within reason there's administrative layers. But they're reporting API is pretty ready and good to go. Brand pages is pretty ready to sell at least. Retail media planners pretty ready to sell. If we have skin in the game, then we don't have to worry about up-selling retailers. You don't have to sell them as much. [It's] like use these solutions to make more money and we'll just take a cut of it.",Retailer Media Planner (AdManager), API, Brand Pages (AdManager), Pricing structure, Future opportunity, Reporting, Business challenge,,,,,,,
"So by having the incentive or skin in the game for the retailer to make money, we are more incentivised to give them ways to make money. So do we really need to govern, you know how much the reporting API costs? What package they're on or similar? Or do you just say ""Look, this is the limit you can have"". And they can use it to make more money by making the right decisions. At the moment, we've been moderately giving it away for free to retailers to stop doing file feeds. But we're stopping on brands.",Revenue, Data challenge, Retailers, Pricing structure,,,,,,,,,,
"I'm going to go sideways because I'm crazy. When you were asking about the brand-retailer relationship Ollie about two weeks ago, we had a call with Goodman Fielder and we were pretty transparent. We were like ""We have a reporting API. We just can't give you access, it's the retailer's data, or similar"". And they are at the size – funnily enough, these are the guys that sell Helgas [Continental Bakehouse brand] like the bread. But they're the size that they said, I'm just going to call them up every day until they say it's fine. I'm just going to be as annoying as I can until they say it's fine because we need this data to do better. So if we're in less of a road-block kind of position with our solutions – because it's like I said we've got so many things just sitting waiting on pricing or do we charge for [AdManager relevancy] adfluence, do we not? I don't know how many people were exposed to that, but we had two or three weeks of indecision there.",Goodman Fielder, API, Relevancy, Data challenge, AdManager,,,,,,,,,
"As soon as it just becomes part of platform, it's a lot easier to get retailers onto it because you don't have to spend time talking them into paying for it. You don't have to justify the opportunity costs from a we make 20 grand [$20k] from this. We will just make money from the outcome of you making money. And then if it's good then awesome. If it's not good, then we also have a bit of skin in the game to say ""OK, well, we got we got to make this better"". Instead of just ""Oh, well we delivered it. It's not our fault you're not doing well"". Did that answer any of it though?",Future opportunity, Revenue, Value-Add,,,,,,,,,,,
"No, that's really good. In terms of discussions towards moving retailers towards these like ‘we have skin in the game models'. Have there been any success stories of that?",,,,,,,,,,,,,,
"It's too early to confirm. Woolworths only received it last week [the Rev share option]. You know you put forward a couple of options. You pay this much, or we get a little bit of [revenue] share over here, and you pay a little bit less monthly. And again, like none of this is really confirmed, but Peter S was actually quite surprised. He was like ""Rob [Odd] was actually pretty open with it"". Like it was one of those, like, not too bad because Coles initially – and I think still – are on just a flat fee. You [the retailer] pay for the technology. And they paid good money because they're finance team didn't want a variable model. It's just one of those ‘does not compute' kind of things. Like Coles just wanted this technology costs this much, and I can balance my books.",Contracts, Fees or Charges, Coles, Revenue, Woolworths,,,,,,,,,
"It makes it easier on the off-site side as well. So with off-site we make a larger share of revenue. But it's a revenue share model only, by my understanding. So it makes it a lot easier to say ""OK, well on-site we make this much of your revenue, and off-site we make this much"". Instead of, you know, you pay for this technology and all those kind of things. As we look into social [media advertising] and all the other things that we're not really doing or we're pretending that we're doing, it also makes it a lot easier to just say you just make a percentage. Instead of this 140 grand [$40k], this one 2%, this 180 grand [$80k]. It's just a lot easier to say we make this much.",Social media, Revenue, Off-site, Fees or Charges,,,,,,,,,,
Woolies would be the only success story I would know of because you only get to have these conversations at contract renewal. So it'll be a slow 3 to 4 year process [to change contract agreements]. But what we're hearing as well from higher up is that revenue share kind of makes sense.,Revenue, Woolworths, Contracts,,,,,,,,,,,
"Is part of the discussions with Woolworths was also partially like ""We have these new technologies now that we can both benefit from"". And that was part of the discussion. Or is it more so just it was just a time to come?",,,,,,,,,,,,,,
"I think both. So Peter S has always been an advocate for revenue share. Because I've wailed on about it just makes sense. Our teams are incentivised for the retailer to do well – whether that's support, whether that's client success. Obviously, it's sales. But you're incentivised for the retailer to do well, because the business does well. I don't mean that in a personal incentive way. But like it, it just trickles back to, if the customer is doing well, the business is doing well. As opposed to the SaaS model, which is a little bit more like well, you use this much. Good luck. Again, did I answer the question though?",Business growth, Retailers, Contracts, Revenue,,,,,,,,,,
"No, you did. You gave us one [successful contract outcome, with Woolworths example]. And if there's only one, that's fine.",,,,,,,,,,,,,,
"Not much, to be completely honest. Not for years. There used to be a lot more day to day because I used to make the banner-X's for Coles. That was a unique time in my life. Not a lot now that our support team has grown significantly, which is a good thing like. That's essentially my answer, to be honest. Where were you looking to branch off to as part of those?",,,,,,,,,,,,,,
"Good point. Good CSM coverage as well as global customer support. So my general dealing with brands would have been more on the what's wrong and now that we message it back to them. You're not winning, raise your bid to kind of responses.",Managed service, Support,,,,,,,,,,,,
"I mean, we're losing not a fair bit of business, but a lot of brands are going to Pacvue or similar because it's easier. Like AdManager's UI is really robust in the amount of targeting that you can do. But it becomes a lot of work if you're smart around how you do it. So I mean it will come no surprise like investment in good APIs or similar [is needed]. And your bigger brands like Pepsi or that will just build against the API. [NOTE: Pacvue's dayparting tool allows the user to increase or decrease bids on an hourly level. The user can automatically decrease bids during low traffic hours and increase during high traffic hours or during the holiday season. Pacvue saves time through the many automation possibilities and simultaneously reduces costs through campaign optimization. Revenue $14.4 USD million.]",Gap (Product or Service), AdManager, Future opportunity, API, Pacvue,,,,,,,,,
"Pacvue essentially plug into us, Criteo, Facebook, Meta… Google. They're a middleman to be honest. A middleman technology that you say ""I'm going to give you 200 grand [$200k] and I want to put 40 [$40k] in Facebook. Go make some Facebook campaigns"". What they've also done a good job of that our UI hasn't done is you pick which AdManager retailers you want. So I don't want to appear on AdManager, Target, AdManager, goPuff, whatever. So you don't have to log into a [AdManager] UI. You just load up Pacvue to say ""Give you the goPuff campaigns"". I mean they did keyword-level bidding before us by smashing the system with multiple campaigns or something. But they essentially have a platform that just interacts with all the other ones via API and pushes and pulls campaigns.",Pacvue, goPuff, UI, AdManager, Search terms / Keywords, Bidding, Criteo, EllisX, Gap (Product or Service), API, Off-site, Ad Tech, Meta, Facebook
Bids per search term.,,,,,,,,,,,,,,
Do we charge for the API usage when brands use our API?,,,,,,,,,,,,,,
"No, and that's another thing that was a complete pain in the bottom because we wanted to and then we didn't want to. And then we wanted to again. As soon as it's just retailers make money, it's easier, right? Like anyone can access it, because you probably going to put more money through the system.",Revenue, Future opportunity, Retailers,,,,,,,,,,,
"Yeah, it makes it easier. They just make a percentage of the total Ad spend and so do we.",,,,,,,,,,,,,,
"Pacvue is our partner as well, right? We work with them.",,,,,,,,,,,,,,
"Yes, correct.",,,,,,,,,,,,,,
"So how we see this relationship, you know, we competing and we're also work together.",,,,,,,,,,,,,,
"Well, to be completely honest, Pacvue specifically smack talk us and our stability a lot. Which is rude. I'm not sure, Nick. I don't think from our side, we're never going to be pushing to our competitor Criteo. Like they sit in a bit of their own space. Where we are losing at the moment with them in the US is that it's just easier to activate.",Pacvue, Criteo, Retailers, Opportunity,,,,,,,,,,
"You know, I log in [and] I just say I'll give Pacvue 200 grand [$20k] and I can just click [select] retailers, essentially. Like there's a lot more to it behind the scenes, but the [Pacvue] management interface is easier because they've essentially built a UI around interacting with our system by API. So there are a good example of if we build good API's that other platforms can just feed into ours and do that. I don't know if we're ever going to be able to catch up to them, personally. Because they're already two years ahead [of AdManager]. And they do it across multiple other platforms. They connect to Google Shopping, Criteo, all of that. I just don't know if we're ever really going to beat them. We might. you know, not fix up a few things that make it easier for them to be less attractive. But my opinion is that we're probably not going to catch them because they have a similar size tech team and they're two years ahead.",Business challenge, UI, API, AdManager, Google, Competitor advantage, Pacvue,,,,,,,
"So how if you're using API, how we make money from it?",,,,,,,,,,,,,,
"Percentage. And that's why it's not rolled out on Coles or Woolies, because there's no commercial agreement between the three of us.",,,,,,,,,,,,,,
OK.,,,,,,,,,,,,,,
"So that's why it's popular in the US. Because it's very easy because AdManager makes a percent [on the usage]. And how the conversation goes is ""Hey Target, I know we make…"". I don't know 12%. So I'm not sure if the numbers change on the retailer's share. But it's basically just saying ""Look, if you want to open up to Pacvue – and Pacvue already can just pitch it as we already have $2,000,000 [2 million] in Ad spend today or something – and you can just turn it on with AdManager. You know just activate AdManager, everything's already done in AdManager. Everything's already done. You just have to flick the switch and you make more money"". And then Pacvue says ""We make 8% of the Ad spend to put it through our platform"". But I don't think they're going away, but they'd still need us because they don't have an Ad serving technology. You know what I mean? Like they're a platform that touches Ad servers.",USA, Pacvue, Retailers, AdManager, Fees or Charges, Spend,,,,,,,,
"I don't know if we're ever going to beat them. But it's a little bit symbiotic where they need our platform integrated with the retailer because they're not building Ad servers, they're a connector.",,,,,,,,,,,,,,
OK. Have we done any analysis? Say which part make more money for us? Considering the cost like which one like more money?,,,,,,,,,,,,,,
Which partner?,,,,,,,,,,,,,,
"Yeah, like compare with Coles worries with the Pacvue type customer.",,,,,,,,,,,,,,
I don't think we've ever done directing analysis because we categorise them differently.,Future research,,,,,,,,,,,,,
"OK, but you understand why asking that right? Because that's kind of less effort [to partner] but make more money. I feel like that's the path we should go down to. And this world [of development], it's lots of maintenance, and very demanding. And then we might not actually make money from them.",,,,,,,,,,,,,,
I was going to say Pacvue's still demanding. You just haven't had it filtered to you yet.,,,,,,,,,,,,,,
OK.,,,,,,,,,,,,,,
"But that they're not too bad. I see what you mean to be honest, and it's another thing I was going to mention. If our effort to double Ad spend is really development-centered or just better activation. Like you said, do we just convince Woolworths to open up to Pacvue and their revenue will go up you know 5%, 10%, like that.",Spend, Retailers, Fees or Charges,,,,,,,,,,,
"Or we're just changing the charger, right? That's even easy.",,,,,,,,,,,,,,
"I think every retailer is the strongest, let's say vertical making the investment on the feature service return, better revenue. So I guess it makes more sense to look at the categories and verticals.",,,,,,,,,,,,,,
So said you didn't give a spoke to the brands in a while. But like what are the brands complaining about?,,,,,,,,,,,,,,
"I mean, we have our customer satisfaction survey that we ran and that was, honest [feedback]. A lot of it is just how much work it is to manage. Campaigns not being campaign groups or things like that. Lack of bulk editing, [and] why do I have to pick every single thing? Why do I have to search for my products? Why don't you just know, based off a brand tag on my team or something – what all mine are. Why do I have to search for every single one instead of you just showing me? I know I'm Cadbury. Why can't your system know I'm Cadbury and just say pick from these 120 products? That's a pretty bad example because that's not what we're hearing too much, but it's more ""I have 20 campaigns to manage. I have to go in. I have to click edit on each one. There's no bulk interface or similar. There's no notifications. I got to log in every day to see how I'm doing. You're never emailing me, telling me what my Ad spend is. You don't tell me when campaigns stop. I just find out a day later that I'm out of money when I log in and check"". There's a lot of things going dark or it's hard to manage. It would be my opinion things going dark, I reckon, is a pretty big one. But would never really look too much into.",Notifications, Reduce effort, Bulk actions, Campaigns, Manual effort, Retailers, Brands, Guidance,,,,,,
Stop serving [Ads].,,,,,,,,,,,,,,
"Would you categorise going dark as either, you're being outbid completely so your campaigns not going to be shown, as well as your wallet runs out?",,,,,,,,,,,,,,
"I would because your Ads aren't showing. And it's part of that FOMO [Fear Of Missing Out] reporting or similar. You're losing customers. But yeah, it's that kind of like how you by the way, you've stopped, go take a look at it.",,,,,,,,,,,,,,
"Hey, Will, some of that stuff that you're looking for, Jimmy, who was involved? He set up the interviews and the VP's and the seniors for the ecosystem. That's the big playback on Thursday.",,,,,,,,,,,,,,
"So we pulled all that research of the whole or an RMN ecosystem with Jimmy helping Nate into eight major themes that affect retailers and brands. On the big spend stuff… I have something recently I don't know if it came from Adam or Betty. It's our top biggest spenders by month and it I could send that on to the team. But I think in the top 10 is target nectar, Albertson's Ahold and HEB and Tesco's Coles, all Petco. They're all the top ten, but I think I already have that. And I could shoot that on to kind of show you which ones are spending the most and that kind of thing.",,,,,,,,,,,,,,
Yeah. It's something that's coming out of... I got 2 big reports.,,,,,,,,,,,,,,
Is it an Excel spreadsheet?,,,,,,,,,,,,,,
"It is, yeah.",,,,,,,,,,,,,,
I think I made it.,,,,,,,,,,,,,,
"So I think, if you made it, you're well aware of it, because it there has to spend over 50 grand [$50k] in size of.",,,,,,,,,,,,,,
"Yeah, that was it. Well, I'm not going to be able to show the revenue. I was trying to hide those columns. I don't know if you're if you're one has the revenue in it.",,,,,,,,,,,,,,
"I had 3 questions, but I think I'll ask them one at a time. The first one is in yourself in the CSM's dealing with the likes of forwards and Coles and those guys. What's the role of the role title of the person you're dealing with, and what's – on in average – their level of RMN competency and understanding?",,,,,,,,,,,,,,
"Damn good questions. So before I answer them, if you do share that [Excel] sheet, it took an arm and a leg to get the profitability figures from finance and I think they'll kill us if we share them broader. If you have that version, so please don't.",,,,,,,,,,,,,,
"But to answer your actual question. My first times in 2019 on Coles was actually with Narim W, who Betty likes to talk about now. She was activation manager or something back then, but her job was literally to monetise Coles and she was very well versed on it. I think one challenge we've always had is the Tier 1's. They essentially have an org [organisational structure] set up for this one person per retailer or more who are well versed in retail media. But anyone Tier 2 or Tier 3… it [roles and responsibilities] just trickles out. That would be my opinion.",Operations, Coles, Tiers (customers),,,,,,,,,,,
"One of the reasons Woolworths don't onboard Tier 3 suppliers is because the support load is greater than the Ad revenue. That was one of their feedback as well. It's that we can't scale your system without more people, both from Ad management and reviewing campaigns and being a CSM to brands perspective. Because everyone has to go do the analysis themselves. And this one was from way back in about 2020. But they said we don't onboard Tier 3 suppliers because they just don't understand any of it. It's a harsher curve to onboard them.",Woolworths, Tiers (customers), Revenue, Operations, Scaling, Business norm,,,,,,,,
"In terms of like amount of work to review campaigns, I think it's like one example right of like why you can't on board Tier 3 brands. What are the other reasons that like it's resource intensive?",,,,,,,,,,,,,,
"Just so much. I mean, if your Cadbury, you're pretty well versed and I want to advertise Cadbury, If we're honest, a Tier 3 advertiser likely has a Tier 3 product. They're not that familiar with customers. You know you're trying to push.",,,,,,,,,,,,,,
What do you mean by Tier 3?,,,,,,,,,,,,,,
"Big bigger to smaller. So we've got Cadbury [big brand] and we've got grandma's cookies [small brand]. I would consider it like. A Carlton Breweries is your Tier 1. They put 100 grand [$100k] into Dan Murphy's a month. And then this brand new brewery in Brisbane is finally listed on Dan Murphy's in their marketplace. So they put in their first beer into the market and they don't have that much marketing dollars. They might have $1000 a month or something. So they're not going to rank that high on the retailer side and they don't understand why when I'm bidding $5 a click or something, like why am I not winning? So it's a lot more support [needed] on like how can I do better?",Tiers (customers), Bidding, Cadbury, Carlton & United Breweries, Dan Murphy,,,,,,,,,
"Why am I not winning? But how do I make my product better? And some of that isn't even AdManager's fault per se. They just don't properly understand our retailers' sites work and what other things they could be doing? So it's a lot more ""Why am I the 60th product out of 60"", let alone whether they're winning the outside [bids] as well?",Business challenge, Brands, Guidance,,,,,,,,,,,
Was insights focused on making it so that brands would understand how their campaigns are doing?,,,,,,,,,,,,,,
Insights as in our team?,,,,,,,,,,,,,,
Yeah.,,,,,,,,,,,,,,
"They focused on surviving men. To be honest we haven't ever had the capacity to do – through no negative ill will intended on the team – to do sufficient, you know, heavily heads down, how do we tackle this problem, kind of analysis. I mean like relevancy was a great one. Where you know, I mean, everyone just tackled down; had to look at the data; figured out how we could solve that problem.",Analysis, Business challenge, Insights,,,,,,,,,,,
