OBSERVATION,TAGS,,,,,,,
"Where a property has not transacted in a number of years, or it has no leasing (rental) information reduces the confidence of the valuer to make an accurate desktop valuation. This is a cause of escalation to a physical valuation.",Data Gaps, Desktop Valuations, Escalations,,,,,
To decrease escalations valuers want an optimal view of all recent and accurate sales data (as possible) within the desktop. Legacy data and lack of sales evidence are the 2 more common reasons for desktop escalations.,Areas to improve, Escalations, Desktop Valuations, Property Sales,,,,
"We ingest sales feeds into our core platform and present that through to them [the valuers]. We do a bunch of pre-population for them on the on the security property and then they have access to their sales evidence all analysed and curated and, you know ready to use.",Business Practice, Prep Work, Valuers,,,,,
"We try to minimise that as much as possible. And we do that by integrating with the feeds so that it's pre-populated. Our goal is to keep them in our environment, almost exclusively. Every time they have to log out and log back into another environment or open another tab and become familiar with another platform is time lost.",Business Practice, Needs and Wants, Data Sets, Valuers,,,,
If you look at what I said about our ecosystem and our valuers using our platform. And if you then look at some of the problems statements that we're trying to solve collectively around confidence in desktops; we're trying to encourage the valuers to spend more time in the desktops; we're trying to elevate that through the standards and the desktop policies. Elevate it's [the desktop] use case. Whether that's to elevate the value limits [desktop thresholds] or increase the scope. All of those things require the valuers to take the desktops more seriously and be more interactive with them.,Needs and Wants, Desktop Valuations, Opportunity, FOLLOW-UP,,,,
"Commented that if there was some way to more closely integrate the desktop product with the HTW platform and valuer's workflow, then this could help avoid going in and out of HTW's core system.",Opportunity, Property Value, Desktop Valuations, Data Sets, FOLLOW-UP,,,
"HTW have a source of truth for the sale properties as they conduct around 600k physical valuations a year (mostly for refinance loans and a smaller number for actual sales). At some point in time HTW valuers will physically go through a property connected to a loan. With the amount of data built for each property through inspections, listings, sales etc. it becomes a trusted source of truth that valuers can rely on as sales evidence in the future.",Business Practice, Data, Valuers, Opportunity,,,,
Sees there is a real opportunity for HTW and MarketValuer to engage in a partnership to develop an enriched experience and data opportunity for valuers by coming together and work out how more data can be brought together in their system.,Opportunity, MarketValuer, Valuers, Data Sets, FOLLOW-UP,,,
"We're not interested in lining CoreLogic's pockets any more than we need to. If you guys had a data offering today, I'd buy it. So, if there's a conversation here that we can have that says 'what sales evidence could we ingest into our platform' and how could we create a MarketValuer Herron Todd White desktop that is integrated into our platform, or more integrated so our valuers have got the confidence particularly around that sales evidence component. I think we'd be on a winner. And if ANZ want risk ratings, then we'll put risk rating in it.",Needs and Wants, Opportunity, Desktop Valuations, MarketValuer, Data Sets, Valuers, FOLLOW-UP,
Commenting on struggle to find a PI (professional indemnity) insurer who will insure this type of enriched desktop valuation.,Challenges, Insurance Provider, Liability or Indemnity,,,,,
Mentioned opportunity to follow-up with HTW in 2022 to discuss a partnership with HTW to explore areas of enriched sources of information.,Opportunity, Data Sets, MarketValuer, FOLLOW-UP,,,,
"Commented HTW is the largest valuation firm in Australia, and it would be worthwhile for MarketValuer to get into partnership discussions with HTW.",MarketValuer, FOLLOW-UP,,,,,,
"HTW spend a lot of time, effort and cost in training and supporting their valuers in order to make sure they are clear on all stranding instructions and quality of the reports when carrying out their work.",Business Practice, Time and Effort, Costs, Training, Valuers, Standing Instructions,,
This training and support are a continual evolution for HTW based on a acknowledgement of the inherent potential risks (i.e. defensible valuations) undertaken in valuations and falls in line with their Professional Indemnity (PI) cover.,Business Practice, Training, Time and Effort, Costs, Risk or Impact, Valuers,,
Would like to be included in further rounds of testing.,FOLLOW-UP,,,,,,,
"Commented that a while some time ago where they used to see some orders being sent by brokers for valuations to get around fees. For example, brokers may send an order with slightly lower estimate to avoid higher (LMI) fees being attached to the loan.",Brokers, Valuation Orders, Fees, LMI,,,,
Existing feedback is most people (especially brokers) would avoid getting a desktop valuation in favour of a short-form as their view is it will provide them a higher valuation standard to be able to get a loan application approved.,Values and Beliefs, Brokers, Preference,,,,,
"I think some brokers have seen the short-form as the passport for want of a better term. They can take around [to banks for loan applications], and maybe desktop doesn't have that. Especially when some lenders a having far different strategies in use of desktops and AVM's.",Values and Beliefs, Brokers, Valuation Orders, Banks, Preference,,,
"Current trend is owner property estimates are now starting to come in below the actual market value. This could be driving valuation decisions to order a desktop, but with the higher market values, desktops orders are then deemed unsuitable for a higher valued property.",Values and Beliefs, Owner-Occupant, Borrowers Estimate, Valuation Orders, Property Value,,,
Commented with the pace of market change there may be less desktop and more reliance on usable AVM's - the speed in the market is almost unprecedented.,Challenges, Desktop Valuations, AVM, Time and Effort,,,,
"With the fast pace of property sales in the market, and property data (and record property prices) unable to keep pace, sometimes valuers are speaking to real estate agents in depth about activities at auctions to understand the number and amount of bidding that is occurring.",Challenges, Property Sales, Agents,,,,,
Have heard anecdotally that if lenders are not in a rush to complete a valuation (e.g. in refinance scenarios) then they will opt for a short-form over a desktop.,Values and Beliefs, Desktop Valuations, Kerbside Valuations, Lenders, Refinance Loans, Expectations,,
"Challenges with desktops occurs in areas of new developments or new property build, where comparable sales or data is not widely available.",Challenges, Desktop Valuations, Property Sales, Data Gaps, Lenders, Expectations,,
"If you look at the desktop benefit - cost and time. And a high level of accuracy in the right situations. If time's not a factor because they're [brokers] doing a refinance that's only just kicking off. Or they haven't even started working out which bank they're going to go to, and they're just going to start the valuation process. Then times not a factor. Then cost is not a factor if they're [brokers] getting it for free [as banks pay for the valuations]. So, then you look at the accuracy side. Having the valuer come in and check out all the most recent conditions and the sales. But also, if the figure is lower than expectations, they've also got something to point to manage that customer.",Values and Beliefs, Desktop Valuations, Behaviour, Banks, Lenders, Brokers, Expectations,
One of the more common themes that occurs is around incorrect addresses.,Values and Beliefs, Address Matching,,,,,,
"There are changes that occur in address files for all brokers and lenders (for example, where vanity addresses occur).",Challenges, Address Matching, Brokers, Lenders, Valuation Orders,,,
"Developers will also use a different address on a new development to make it sound more attractive, or in a better location to buyers over what the real actual address is.",Challenges, Developers, Address Matching, Valuation Orders,,,,
"Another major challenge is around varying sources of truth. For example, lenders may be referencing an address off multiple address files and may not have a single view of a correct address.",Challenges, Address Matching, Data, Valuation Orders,,,,
"Even just starting the address matching process can create some challenges. Contact details is also one. I know these are probably common things that you're already hearing. But these are ones that again have not been fundamentally solved. Like, phone number details; the right contact details.",Challenges, Valuation Orders, Address Matching, Info Requests,,,,
"Even people being aware that a valuation is required. I just dealt with a complaint last week. In part it started because the inspection contact [property owner] was already on the back foot going, Why are you coming to my house. You know, it's the same with tenants and things like that.",Valuation Orders, Physical Inspection, Booking Appointments, Owner-Occupant, Challenges,,,
And then documents. Documentation still is challenging to get through to the full amount. Getting all the right information. Not getting inappropriate information like private or sensitive documents but just getting the right information the first time. And every time that happens?,Documentation, Info Requests, Valuation Orders, Prep Work, Challenges,,,
Commented that valuers are trying to resolve issues with documentation (or lack of) in orders within an hour of first being received. Documentation is a common cause for delays.,Valuation Orders, Prep Work, Documentation, Info Requests, Delays, Challenges,,
Missing or outdated documents normally get requested by the operations team in HTW.,Business Practice, Valuation Orders, Prep Work, Documentation, Info Requests,,,
Commented operation team in HTW don't always have a fluid (easy and frictionless) to request missing documents form brokers or lenders. Sometimes the requested documents come from the broker and other times they are requested directly from the customer.,Pain Point, Valuation Orders, Prep Work, Valuers, Data Gaps, Documentation, Info Requests, Areas to improve
"In some cases, requests for missing documents are raised through a platform and then the request get passed through different internal workflows within the bank, and then flows all the way bank to the valuer.",Business Practice, Documentation, Info Requests, Banks, Areas to improve,,,
"The clock really never stops in the residential space. That's how traditionally clients see it. Probably 7 or 8 years ago the clock stopped [pauses on SLA metric when delays occurred]. But it was too open to manipulation. The valuation industry probably applied a lot of delays incorrectly to try and sort of hold up jobs and improve performance. So, moving to a clock never stops, really forced the valuers to change their mindset on that, and try to find ways to resolve some of those issues.",Delays, Service Levels SLA, Challenges, Address Matching, Frustration,,,
"Yeah, so it [the order] goes through a couple of layers. You have that first sniff test, as part of our operations, when we're sort of accepting the job. And then we have assistant valuers. They're sort of grads or people with a bit more skills to identify them [the order and items to check off].",Habits and Routines, Valuation Orders, Prep Work,,,,,
"If you take a problem around split contracts. It's a unusual way in which [property] developers' structure joint house developments. So, it's town house where they're trying to essentially the land and the building components to improve their cashflow. But those are really technical documents, and we get into heaps of trouble and open to liability if we get that wrong. And so sometimes it does take us to actually get out to the development, to the valuer reading it [contracts]. And also, it could be several days before we actually know that there's an issue.",Split Contracts, Developers, Construction Build, Challenges, Valuation Orders,,,
Commented most times the operations team are very good at noticing when documents are missing documents on valuation orders.,Habits and Routines, Valuation Orders, Prep Work, Documentation,,,,
"Commented there could be an opportunity for MarketValuer where developers (or reals estate agents) have provided some of the documentation valuers would need in another part of the business and we could provide those documents to the valuers. Gave examples of developer plans or detailed information that could be utilised by valuers.

",Opportunity, MarketValuer, Agents, Data Gaps, Developers,,,
"Every time we have to stop [with delays] it probably adds, I would say at least 1 to 2 days to the job. And when you're talking about a 2 and a half to 3 day product that's significant.",Delays, Time and Effort, Service Levels SLA,,,,,
"Regarding valuer liability, commenting that valuers and valuation firms essentially need to be able to defend anything they do in a court of law. For example, valuation's done for family law courts. If questioned, a valuer needs to be able to transparently go through the whole of their process and defend the evidence used in the valuation (including the comparable sales data) and demonstrate to a court that the utmost due diligence has been done in gathering evidence and reaching the valuation outcome.",Liability or Indemnity, Valuers, Valuation Reports, Evidence, Property Sales,,,
There is a view that valuers are conservative but knowing that valuation need to be defendable (with supporting evidence) is more of a key driver. Valuation can only be based on the sales evidence available.,Values and Beliefs,,,,,,,
"Commented that DeskTop 1.0 only provides the data we have. Noted that real estate agents will try to maximise the number of rooms within a property in order to increase the sales leads. Gave an example where an agent would list a 4 bedroom and 3 bathroom property that turns out to be 3 bedroom and maybe a small study room along with only 2 bathrooms and an outhouse. This type of propping up by agents in listings also extends into car spaces and other property factors. When valuers analyse the property data and attributes, they may reassess the property and it's value differently to the listed information.",Values and Beliefs, DeskTop 1.0, Desktop Valuations, Agents, Attributes, Data Gaps,,
HTW have property data (based on all their previous physical valuation) within their own internal system and some of the property and sales evidence they have is missing when they use DeskTop 1.0.,Desktop Valuations, DeskTop 1.0, Data Gaps, Areas to improve,,,,
"Photos and data can be challenges when assessing for new developments. Valuers may have information on the vacant land. As land is bought and owners enter into a building contract then valuers will not see new listed data (as property is not going up for sale again) and this means that new build have no new photos or attribute to value on. In addition, even Google street view can provide incorrect photos or old photos of only the land.",Desktop Valuations, Challenges, Photos, Data Gaps,,,,
Valuers use tablets running proprietary HTW applications and data as well as physical laser tools for measuring properties.,Habits and Routines, Valuers,,,,,,
Commented in the New Zealand market valuers are still using measuring wheels and Dictaphone tools.,Habits and Routines, Valuers,,,,,,
Commented valuation firms are looking for a single application or source of truth that valuers have to deal with.,Needs and Wants, Valuers,,,,,,
"Valuation firms are actively looking at where they can source and bring in more data sources to their core systems that will support valuers in their work. To date HTW have been a little restricted in thinking of what data sources could be ingested into their system, but now thinks there are unique data sets worth looking at that will enhance their business.",Valuers, Opportunity, Data Sets, FOLLOW-UP,,,,
Commented that valuations in Australia are ahead of digital adoption and practices in other countries like New Zealand or USA.,Valuers, Values and Beliefs,,,,,,
Commented on the inertia in the valuation industry is mostly based on residential valuation purposes and noted that this is a slow-moving process with lenders and brokers. So valuers are not always to blame for a lack of appetite or willingness for change.,Values and Beliefs, Challenges, Valuers,,,,,
Risk within the valuations and lending (credit risk) workflows plays a big part of banks inability to change or adopt new workflows.,Risk or Impact, Credit Risk, Banks, Challenges,,,,
"The valuation industry has been a cottage industry a number of years ago. But I would say that in my time at CoreLogic I saw huge advancements in the way that the valuation firms moved to be far more professional organisations. Far more operational as well. Treated parts of their process in a far more operational way. But, maybe because we're dealing in risk and we're dealing with risk management and things like that. Maybe there still is in the back of the mind a little bit of resistance to some changes.",Challenges, Risk or Impact, Blocker, Credit Risk, Banks, Resisting Change,,
Changes to valuation firm offerings will need to factor in credit risk of banks and evidence-based research along with prove points in order to progress any solution.,Credit Risk, Evidence, Challenges, Banks, Expectations, MarketValuer, Valuers, Opportunity
There are more opportunities available in the commercial space over the residential space.,Opportunity, Commercial Property, FOLLOW-UP,,,,,
Valuation firms have not always understood the importance of different data sets.,Data Sets, FOLLOW-UP, Areas to improve, Opportunity,,,,
Valuation firms who have been adaptable to change have seen rewards in doing so.,Valuers, Embracing Change, Opportunity, Areas to improve,,,,
Would like to be included in further rounds of testing.,FOLLOW-UP,,,,,,,
