OBSERVATION,TAGS,,,,,,,,,,,,,,,,
Asked if the data would be protected from hackers or bad actors affecting the metric reporting data.,Data, Understanding unclear, Risk, Concern,,,,,,,,,,,,,
"Commented on work AdManager have done with Woolworths-X (part of the Woolworths group responsible for e-commerce, technology, media and data) to help support work done for advanced attribution reporting. This work would also need to be considered in the future reporting within the AdManager platform.",FOLLOW-UP, AdManager, Support, Attributions, Future needs, Reporting,,,,,,,,,,,
Commented they would be happy to be included in future discussion session.,FOLLOW-UP, Area of improvement, AdManager,,,,,,,,,,,,,,
Wanted to understand if work like automated email sit within or outside the scope of platform reporting and insights work.  Commented they would be interested in being involved in future discussions.,Understanding unclear, Automations, Alerts or Notifications, AdManager, Area of improvement,,,,,,,,,,,,
Noted Rick Allan [AdManager] was setting up a future discuss session focused on notifications.,AdManager, Area of improvement, Alerts or Notifications,,,,,,,,,,,,,,
Key reporting tools are DataGrid and Google Analytics. Primary use of DataGrid is to be able to get and export large pieces of data.,Reporting, DataGrid, Google Analytics, Routine, Data, Exports,,,,,,,,,,,
Commented on getting data extracts out of the AdManager platform is very slow.,Challenge, Difficulty, AdManager, Data, Exports, Time and Effort,,,,,,,,,,,
Because the columns are set within that platform [AdManager] it makes it quite difficult to be able to customise the reports. So things that we would typically look at like different wallet types ? because we operate a little different to other retailers because we want to look at the external ID to understand where the different funding types are coming from. Understanding what money is left in particular brands? wallets. And then the key one that we haven't really cracked is - at a top-level - what is the rolling yield per placement and the rolling fill rate per placement.,AdManager, Reporting, Limitation, Customisation,,,,,,,,,,,,,
"Commented on needing granular reporting to understand how brands and campaigns pacing, or under or over pacing. Mentioned having a ?hit list? of top 10 brands per week they could approach and advise on their campaign pacing ? supported with metrics in an automated report.",Need or Want, Reporting, Brands, Campaigns, Pacing, Future needs, Performance metrics,,,,,,,,,,
"Commented on previously trying to get DataGrid to present the report insights and metrics they need but came up against issues relating to trying to work out the percentage of 'time through? (with campaigns), particularly with always on campaign. This is due to not having set time ranges with always on campaigns.",FOLLOW-UP, DataGrid, Reporting, Insights, Need or Want, Challenge, Date related, Campaigns, Issues,,,,,,,,
"Use Google Analytics reporting to understand 'Share of Spend' from different areas of site, and looking at search term performance at the product level (in order to provide client recommendations on areas and search terms to invest in).",Google Analytics, Spends, Competitor metrics, Comparative data, Search terms, Performance metrics, Products, Recommendations,,,,,,,,,
For reporting suppliers are looking for campaign start and end dates and how is the spend working with the campaign pacing. They also want see purchase orders (PO's) used against each campaign, and which products are performing the best within campaigns.,,,,,,,,,,,,,,,,
"They're [suppliers] always asking for more data and I think there is some stuff we can do in DataGrid. Actually, giving that ability to some of our suppliers will engage them more, and then yield better revenue as well from that.",Need or Want, Suppliers, Data, DataGrid, Engagement, Opportunity, Revenue,,,,,,,,,,
"Commented that budget setups vary from supplier to supplier. Some allocate budgets per month, while other manage per quarter or annually.",Suppliers, Budgets, Routine, Business Operations,,,,,,,,,,,,,
"Suppliers link PO's to a wallet, and wallets can have multiple PO's. Gave an example of Unilever in a quarter might have budget agreed and have 7 PO's attached to a wallet. The supplier will want to see which PO has been assigned to each campaign related to the wallet. ",Suppliers, Routine, Purchase Orders, Wallets, Budgets, Campaigns, Business Operations,,,,,,,,,,
"Confirmed that suppliers will usually set up a budget per category, and PO's are then usually split according to these category budgets. However, some suppliers may split budgets up by different campaigns.",Suppliers, Routine, Budgets, Categories, Purchase Orders, Business Operations, Need or Want,,,,,,,,,,
Want reporting on wallets being too low as well as too high. Commented if they are not spending their budget at the expected rate (for Nectar 360) then they would want this highlighted.,Need or Want, Reporting, Wallets, Spends, Budgets, Suppliers,,,,,,,,,,,
"Nectar 360's financial year runs from March to March, so if a supplier has loaded a wallet, then they need to make sure the budget is spent before the upcoming March as any value (budget left unspent) cannot be accounted for.",Need or Want, Suppliers, Wallets, Budgets, Opportunity,,,,,,,,,,,,
"Want to understand how many supplier wallets have really big spend amounts left in them. Gave example of one supplier who had ?200k left in their wallet and Nectar 360 wanted to ensure they spent it before the end of the financial year. If Nectar 360 can see notifications and reports on wallets in advance, then they can proactively contact suppliers to spend their budgets or look at other opportunities.",Need or Want, Suppliers, Wallets, Budgets, Opportunity, Spends,,,,,,,,,,,
"Is there something where we start to scale up our managed service solution to be supporting them [suppliers] so that they can spend through it, et cetera. It's either going to be because the wallet balances are really large and they're not taking down at all, or at the rate they we'd expect them to. Or, that they're running really low ? we get it probably more with the agency's I'd say on the low side - where the wallet then drops into a negative figure and then they panic. Because they're like ?Oh my god we haven't got any money left?. So, if we can be a little bit more proactive on that where we can make them aware of that.",Managed Service, Area of improvement, Opportunity, Support, Suppliers, Spends, Agencies, Geo-location, Future needs,,,,,,,,
"Commented it would be helpful to have notifications or metrics on in-flight campaigns that are going to expire their budget in a number of days, and they can then prompt supplier to top-up their budgets.",Need or Want, Alerts or Notifications, Performance metrics, In-flight, Suppliers, Budgets, Area of improvement,,,,,,,,,,
"For agencies who need to get permissions and I/O's (Insertion Order) with their clients, this can take up to 72 hours so campaigns with low budgets would need early alerting or notifications to help avoid issues with negative balances. With delays in new budget approvals Nectar360 and AdManager both then lose out on revenue opportunities. ",Agencies, Need or Want, Insertion Orders, Challenge, Alerts or Notifications, Wallets, Budgets, Approvals, Revenue, Opportunity, AdManager,,,,,,
"Easier to work out when a wallet is going to run out of budget for campaigns without an end date. Because you can look at the campaign start date to the present date, divided by the number of days (active) and this will give an indication of the spend/pacing. Looking at spend/pacing at a campaign level might be a little harder to estimate. *",NOTE, Wallets, Budgets, Campaigns, Date related, Date range, Spends, Pacing, Difficulty,,,,,,,,
"Commented that DataGrid is a great tool, but if you are not great at writing SQL statements then it can be difficult getting to the data you need. Mentioned they have saved a number of different queries to amend columns names when running reports. However, some rulesets are very difficult to set up in DataGrid when running reports with SQL (compared to Excel).",DataGrid, Challenge, Data, Reporting,,,,,,,,,,,,,
Asked if the AdManager platform reports on viewability (new to role in the team) and was told it does not support this type of reporting.,AdManager, Reporting, Data gap, Limitation,,,,,,,,,,,,,
"Commented on previous issue for a metrics that reported on something close to viewability (i.e. the average search ranking). However, they turned the metric off as it was incorrectly reporting on placement spots.",Issues, Performance metrics, Reporting, Ranking, Inaccurate, Placements, Data,,,,,,,,,,
"Would want to see reports on the percentage on search terms against number/percentage of bids won, then this would be useful. Noted they don't get asked for this as brands don't necessarily think of it (as it is more in the programmatic reporting space than retail media). But it would be beneficial for Nectar 360 to have to be able provide granular banner insights.",Need or Want, Reporting, Search terms, Winning bids, Future needs, Performance metrics,,,,,,,,,,,
For purely self-serve campaigns (e.g. Sainsburys) they would do a detailed role-up report each quarter showing how campaigns performed and also offering recommendations.,Self-serve, Campaigns, Reporting, Date related, Performance metrics, Recommendations,,,,,,,,,,,
"For managed campaigns, and evaluation is done at the end using a report template to populate figures and recommendations. This is normally delivered in a PowerPoint presentation that includes some exported graphs and trending information on clicks, impressions, spend and conversions. Also commented that the data visualisation within the tool (DataGrid) is limited.",Managed Service, Campaigns, Reporting, Templates, MS PowerPoint, Trends, CTR, Impressions, Spends, Conversions, DataGrid, Limitation, Data visualisation,,,,
"For customers like Argos, they will role the data up into an omni-channel report.",Brands, Data, Reporting, Business Operations,,,,,,,,,,,,,
"With all the different customer reports, the team are pulling the data out of DataGrid and formatting for reporting. Mentioned they some send some sample reports to AdManager.",NOTE, DataGrid, Data, Exports, Internal team, Internal effort, Reporting,,,,,,,,,,
Would be ideal if AdManager had the ability to translate the data into more user-friendly graphs for reporting purposes then that would be a help.,Need or Want, Data, AdManager, Area of improvement,,,,,,,,,,,,,
"Commented that at the end of quarters and end of financial years the brands (i.e. brand managers) will also be looking to present reports and performances internally within their own businesses. So, they look to Nectar 360 and AdManager in helping them prepare visualisations of the data.",Date related, Brands, Finance, Reporting, Performance metrics, Business Operations, Support, Considerations, Internal team, Internal effort, Alerts or Notifications,,,,,,
"Something they [brands] will be doing is looking at trended views. Where has my ROAS gone; how have I bene spending on my Ad spend. From a category perspective? you know, what is the performance there from a category perspective. We know that a lot of them are pulling it out [of the data and reports] and kind of creating it themselves. So, yeah? anything that can be done to allow you to almost drag in the fields you want is going to be beneficial.",NOTE, Brands, Trends, ROAS, Spends, Categories, Performance metrics, Data, Opportunity, Future needs, Reporting,,,,,,
"Commented within FMCG space was recommended we speak to Coco Cola. Mentioned they were one of their most demanding customers but also, they had built out a full reporting API using the AdManager data.",Investigation, FMCG, Brands, Opportunity,,,,,,,,,,,,,
Also recommended we speak to Unilever as they were one of the top-spending brands with nectar 360 and would have certain views of what reporting insights would be useful to them.,Investigation, Brands, Opportunity,,,,,,,,,,,,,,
Recommended a supplier called Shark who supply Argos. Commented that they are a 'tricky client? as they compare a lot of the AdManager experience to what Criteo (our competitor)  would do in their managed service.,FOLLOW-UP, Investigation, Opportunity, AdManager, Criteo,,,,,,,,,,,,
Commented that some brands have compared us to Criteo and noted their ROAS on Criteo was higher. The reason given for this is the lack of a better 1-to-1 articulation on how the brands are performing on the different platforms. Asked if AdManager could do a one-off experiment with the data to see if would be possible to demonstrate performance and ROAS in relative terms for a brand.,FOLLOW-UP, Brands, Criteo, AdManager, ROAS, Not consistent, Segmentation, Investigation,,,,,,,,,
"Relating to attribution reporting, commented they [Nectar360] might need all the placements broken down by categories in their feed so Nectar360 can provide (category) benchmarking. Mentioned this was a very common customer request and something that has not yet been addressed within Nectar360.",Attributions, Reporting, Need or Want, Placements, Categories, Benchmarking, Suppliers, Clients (of retailer), Requests,,,,,,,,
"For this search campaign... for beers, wines and spirits we expect to see this amount of number of impression and this return on spend? et cetera, et cetera. That's one of the things we get asked for internally, probably on an hourly basis. So, definitely want a higher requirement [need] from our side.",Expectations, Attributions, Search terms, Campaigns, Impressions, ROAS, Need or Want, Performance metrics,,,,,,,,,
Commented Fill rates in DataGrid are crude and it is hard to get to actual fill rates that occur.,DataGrid, Difficulty, Fill rates, Data gap,,,,,,,,,,,,,
Yields are also worked out manually by dividing Total Revenue by approved campaigns that provides a very crude measure. Will also look at rates like percentage of approvals.,Yields, Internal effort, Analysis, Manual effort, Reporting, Approvals,,,,,,,,,,,
Would find reporting on how quickly approvals were occurring would be helpful. Reporting on how many rejections a placement had ? particularly in relations to banners where approvals are managed off-shore. Wanting to understand if certain brands are being repeatedly rejected for placements,Nectar360,,,,,,,,,,,,,,,,
Mentioned AdManager merely have an approval or rejection status but don't have an audit history or threads of the approval process in the platform.,NOTE, AdManager, Approvals, Rejections, Audits,,,,,,,,,,,,
"We get a lot of question around ?Is the AdManager platform more efficient than the platform we used to use?? Now, we can say ?Fundamentally. Absolutely it is?. But, if for example, it's taking a banner 10 times to go through approvals to actually get approved? from a time perspective. Actually, probably would have been quicker for us to build it, you know? ourselves. And push it through that way as opposed to being self-serve. At the moment we can give a lot of anecdotal evidence of what we think and what we see. But having that kind of evidence would help. And also help form a Sainsburys? perspective when they are looking at their resource and their off-shore team to understand have we got the right resource levels because we have X amount of approvals that came through for each specific day.",Decision Making, Understanding unclear, AdManager, Approvals, Value or Belief, Evidence,,,,,,,,,,,
Wanted to see metrics if approvals or rejections for campaigns increase or decrease at the start or end of a promotional cycles (e.g. for Sainsburys),Need or Want, Performance metrics, Trends, Promotions,,,,,,,,,,,,,
Commented they had not seen any good dashboards. Also mentioned that the DataGrid dashboards that were set up by AdManager were useful because they wanted to 'see everything on a page?.,Dashboard, DataGrid, AdManager, Need or Want,,,,,,,,,,,,,
Issue they have with DataGrid reporting is it's a different system which means they have to log into another system to get reports.,DataGrid, Challenge, Data, Internal systems, Difficulty,,,,,,,,,,,,
"Would be looking for a dashboard that is really easy to filter data, with drag-and-drop ability to combine areas for reporting.",Need or Want, Dashboard, Filter, Data, Reporting, User experience, Future needs,,,,,,,,,,
"If reporting was all in one platform it would make it easier to give access to other people, especially where reports are sent out at different frequencies and other people in Nectar360 would need to see these reports.",Need or Want, Reporting, Business Operations, Area of improvement, Future needs,,,,,,,,,,,,
"A restriction in DataGrid is the durations it reports on. Nectar360 work off periodic cycles where DataGrid reports on a month-to-month cycle. So, reports from DataGrid cannot be sent out in their current format.",NOTE, DataGrid, Limitation, Date related, Frustration, Reporting,,,,,,,,,,,
Another frustration is DataGrid will send reports on a monthly basis where Nectar 360 may want to send reports every 4 weeks and the report start dates are not in line with DataGrid's start of the month.,DataGrid, Frustration, Date related, Reporting, Limitation,,,,,,,,,,,,
Currently use diary reminders to go into DataGrid and export periodic cycle data for reporting.,Routine, DataGrid, Reporting, Reminders,,,,,,,,,,,,,
Another outcome of the inability of DataGrid to run different periodic cycles is team have to continuously download (export) and store raw data from DataGrid so they can then run different historic periodic reports when needed.,DataGrid, Date related, Limitation, Manual effort, Time and Effort, Data, Reporting,,,,,,,,,,
"If DataGrid crosses into the next month for a report date range, you then lose the daily reporting rates in the dashboard. This means raw data must be exported as they still need to cut the data by daily (and not monthly) rates as a campaign crosses each month - i.e. to be able to report on daily rates for a longer period.",DataGrid, Date related, Reporting, Manual effort, Campaigns, Time and Effort,,,,,,,,,,,
"We have folders and folders of [DataGrid] reports, which is un-ideal.",DataGrid, Limitation, Manual effort, Time and Effort, Reporting, Frustration,,,,,,,,,,,
"If we ever go back and look at a quarter, we'd want to see kind of a total. If we look at a quarter, we'd want to see the trend. Recently we've had it where those issues where we've had either a technical issue [on] our side and we've had to go back in and work out Ok, what are the days that we've missed the cash for?. But because we've dropped off into the next month, it's gone. And there's nothing. We can't really get to it other than going through our own analytics. It just takes ages.",Reporting, Date related, Trends, Issues, Technical issues, Frustration, Time and Effort, DataGrid,,,,,,,,,
Commented that adding or removing certain columns (in DataGrid) for a report caused some data to be hidden. Solved by manually adding or removing certain fields until discovered the report needed the campaign start and end dates to be included for the report to run correctly.,DataGrid, Reporting, Challenge, Manual effort,,,,,,,,,,,,,
"Also commented on a similar issue when filtering on date in DataGrid, but would not present the historic info needed. Mentioned if customers are not aware of the definitions of all the DataGrid fields, then generating reports is difficult.",NOTE, FOLLOW-UP, DataGrid, Data, Historic metrics, Clients (of retailer), Challenge, Date related, Limitation, Reporting,,,,,,,
"If you look at a campaign, and all of the fields that are within that campaign. Our expectation is that you would be able to drop them into a report in the platform. But the problem is? that's not possible. You have a very set way of reporting at a campaign, or a team or a product level. And therefore, a lot of the questions and a lot of the reports that we have to run manually are literally running your report but dropping in a field that is part of the campaign setup, which you would assume you would be able to put in there. Right?",Expectations, Campaigns, Data, Inflexible, Reporting, Team (AdManager), Products, Manual effort, Internal effort, Workaround,,,,,,,
"It is not possible have a campaign, a team and a search term as part of the DataGrid report filtering. Currently you can only filter on one of these items (i.e. choose either a campaign, or a team and or a search term, but not all 3). Example given was for a search term ?Chocolate?, where they might want to see the performance of all the campaign with this search term. Or report on all the product performances within campaign using the search term.",Limitation, DataGrid, Reporting, Filter, Search terms, Performance metrics, Campaigns, Need or Want,,,,,,,,,
"Because reports are currently separated by either campaign, search term or team the data is not aggregated in DataGrid so it is not possible to see trends. Mentioned Nectar360 can see aggregated brand reporting, but clients cannot see this data in their reports.",DataGrid, Reporting, Campaigns, Search terms, Limitation, Clients (of retailer), Data gap,,,,,,,,,,
Should have availability of all the fields that are input to set up a campaign should be available in the DataGrid reporting too. Sees this as a basic requirement not being met.,Need or Want, DataGrid, Data, Campaigns, Limitation,,,,,,,,,,,,
"When asked about the lowest (or starting) filter to generate report they commented that it needs to be flexible enough to accommodate any variety of filtering (i.e. could start with wallet, campaign or any other starting filter).",Reporting, Filter, Wallets, Campaigns, Data, Future needs, Flexibility,,,,,,,,,,
The report filtering really depends on the client's perspective or need.,Reporting, Suppliers, Need or Want, Business Operations,,,,,,,,,,,,,
"Reports can different perspectives, for example finances (wallets), optimisation (performance metrics), post-campaign evaluation, or post-period evaluation (broad trended view for brands) as these different needs change what data is being filtered on in DataGrid.",Reporting, Wallets, Performance metrics, Post-campaign, Trends, DataGrid, Data,,,,,,,,,,
"Agencies especially want more top-level reporting on click through rates for categories or products, as well as terms to use for a specific MPD (Marketing and Product Development), or comparable products to include. ",Need or Want, Agencies, Reporting, CTR, Categories, Products, Search terms, MPD, Comparative data,,,,,,,,
"Brands want reporting insights across all their campaigns running at any one time to understand what is performing well, or not. And what products are performing better than other and this would help them to decide where they could focus their campaign investments or budgets.",Need or Want, Brands, Reporting, Insights, Campaigns, Performance metrics, Indicators, Decision Making, Budgets,,,,,,,,
Nectar360 also looking for reporting on internal efficiencies (i.e. finance and people).,Need or Want, Reporting, Business Operations, Finance, Staff,,,,,,,,,,,,
Wanted to know if dashboard concept for Advanced Reporting would be customisable per client.,Understanding unclear, Dashboard, Expectations, Clients (of retailer),,,,,,,,,,,,,
"Wanted to know if the intended first stage was just an improvement on the current DataGrid metrics, or would it go beyond the current DataGrid metrics (e.g. a refined ROAS metric). ",Understanding unclear, DataGrid, Inflexible, ROAS, Performance metrics,,,,,,,,,,,,
OXO have a view of what they want with refined ROAS metrics.,Future needs, Opportunity, ROAS, Deeper insights,,,,,,,,,,,,,
Get current reporting data from the platform and share relative metrics with supplier but don't have full ROI metrics to share at time of interview.,Routine, Reporting, Data, Suppliers, Performance metrics, Data gap, ROI,,,,,,,,,,
Reporting metrics they share with suppliers includes what is their share of impressions, conversion rates,,,,,,,,,,,,,,,,
Share metrics with supplier through the OXO insights platform.,Routine, Suppliers, Performance metrics, Internal systems,,,,,,,,,,,,,
"For future reports (next financial year) they would like to share more on search terms and ROI as brands and suppliers want to understand campaign performance. This means replacing the relative reporting that is provided today for clicks, impressions, cost of acquisition, the ROAS with absolute metrics in future performance reports.",Future needs, Reporting, Search terms, ROI, Suppliers, Performance metrics, Area of improvement, Deeper insights, ROAS,,,,,,,,
"In future they want to provide 3 views for the ROAS metrics. The first will be based on what is currently provided on the AdManager platform today; the second view with show the difference between the first and last click (for example, supplier will report seeing 200k sales a month in OXO reporting but AdManager shows 200k and suppliers want to understand why this difference is showing up ? this is due to difference in first click and final delivered sales); and lastly will be all the extra metrics available (for example, the customer lifetime value after a trial, are customer filling their baskets with products from ad clicks, halo effects, etc).",Future needs, ROAS, AdManager, Need or Want, Lifecycle value, Suppliers, Reporting, Funnel, Consumers or Purchasers, Halo effect,,,,,,,
"Bigger suppliers want to understand what key metrics they should be focusing on ? is it ROAS, or impressions or something else. Ideally OXO want to take suppliers through the whole marketing funnels instead of just engaging at the end of the funnel ? this is an aspiration for OXO.",Suppliers, Performance metrics, ROAS, Impressions, Need or Want, Funnel, Opportunity,,,,,,,,,,
The platform currently has a metric for Mid-Campaign Rates but it is not easy to find. Suppliers do not really know if they are winning bids in the campaign. To get this you need to go to reports and then funnel down on the search terms to see the Ad ranking metrics. Some suppliers struggle to find this.,AdManager, Performance metrics, Challenge, Suppliers, Winning bids, Campaigns, Need or Want, Reporting, Time and Effort, Search terms, Ads, Frustration,,,,,
"What we are trying to go is we have our first phase, second phase and third phase of nudges [for suppliers]. First phase is very basic stuff like ?Your wallets? run out?. You have an alert. The second phase is using the ad ranking and telling them ?Actually you have a campaign live for last week, but your average ad rank is below your top 2?. Which is you have to be in the top 2 if you want to appear on the app; top 3 if you want to appear on the web. Consider kind of changing your auction strategy.",Opportunity, Suppliers, Advising, Future needs, Deeper insights, Wallets, Ranking, Performance metrics,,,,,,,,,
Wants ability to make performance and ranking more obvious to supplier at the start of their campaigns (e.g. where their ad ranking is not high enough) as it is not easily found in the current platform reporting.,Need or Want, Area of improvement, Performance metrics, Ranking, Campaigns, Difficulty, User experience, Reporting,,,,,,,,,
Suppliers can add different or similar search terms with minimum CPC's but suppliers really needed to see (at a granular level) where they are winning within campaigns.,Suppliers, Search terms, CPC, Need or Want, Campaigns, Winning bids,,,,,,,,,,,
"Suppliers can see reports for their campaign today (at a search term level), but what is missing is insights on what their CPC on terms is relative to their competitors.",Suppliers, Reporting, Campaigns, Data gap, Insights, CPC, Comparative data, Competitor metrics,,,,,,,,,
"If AdManager could combine the metrics provided separately today (i.e. campaigns, products, search terms, ad ranking, etc) into a single combined report, then that would be useful. This would provide ?a holistic view to the supplier?.",Area of improvement, AdManager, Performance metrics, Comparative data, Reporting, Suppliers, Deeper insights, Opportunity,,,,,,,,,
Would like to see AdManager provide suppliers with ability to drill down on Teams and expand on live campaigns and search terms performances within those campaigns. Looking for ?a hierarchy that can be filtered on any level?.,AdManager, Future needs, Area of improvement, Support, Suppliers, Data, Need or Want, Campaigns, Search terms,,,,,,,,
Commented it is currently very difficult to get a view of all the data and pull it together. Currently attempting to combine an internal web analytics views of the data and the Ad engagement view using Google Cloud. Nothing has been built internally to overcome limitations but are trying to build something to scale quickly where OXO can select suppliers or campaign and get all the required performance metrics. Currently using Googles Big Query to help get to the metrics quickly when suppliers ask for performance metrics. ,Difficulty, Data, Internal effort, Google Cloud, Limitation, Internal team, Suppliers, Reporting, Performance metrics, Google Big Query,,,,,,,
Currently they have to manually select various pieces of data and pull it together manually comparing data as quickly as possible to convey performance metrics for suppliers. ,Manual effort, Data, Internal effort, Comparative data, Performance metrics, Suppliers, Challenge,,,,,,,,,,
OXO use Fixed Tenancy and Auction Ads which greatly inflates their volume of revenue (due to Tenancy) and find it is difficult to currently get weekly trends within the platform reporting if campaigns are under or over performing.,Fixed Tenancy Ads, Auctions, Revenue, Difficulty, Trends, AdManager, Reporting, Performance metrics, Frustration,,,,,,,,
"Currently seeing around $2000 per day on Auctions and around $60,000 per day on Fixed Tenancy. So, some toggle feature to look at the different Ad type (performance) breakdowns would be helpful.",Routine, Fixed Tenancy Ads, Auctions, Future needs, Performance metrics, Segmentation, Area of improvement,,,,,,,,,,
Would also like to see breakdowns of performance for retailer-managed and non-managed (supplier created) campaigns. All Fixed Tenancy campaigns are set up under retailer-managed while all Auction are handled by supplier-created (no-managed) set ups.,Performance metrics, Segmentation, Managed Service, Self-serve, Campaigns, Business Operations, Fixed Tenancy Ads, Auctions,,,,,,,,,
Some suppliers also want to know the actual number of new (acquired) customers - between the first and last click ? that were added as an outcome of a campaign (i.e. not repeat or returning customers).,Suppliers, Consumers or Purchasers, First Click, Last Click, Outcomes, Campaigns,,,,,,,,,,,
"In addition, suppliers want to see a breakdown of customers for a campaign by existing, new and lapsed. Would also need the report to break down the customer segments as this can shed insights on the Cost Per Acquisition (CPA) and the proportion of customer lifetime value. Example given was for their 6 customer segments (i.e. young families, fresh focused, couples, etc) and these can peak in different categories. May be comfortable with a CPA (acquisition) cost of $5 on young families as the lifetime value of this segment is $100, giving a ratio of CPA to Lifetime Value of 5% for a year's worth of sales (i.e. 5:100). And for this scenarios the lifetime value for a couples segment could be $50, so OXO would not want to go to a $5 cost of acquisition (and could prefer to par a CPA of $2.50 for this segment). This is a metric (i.e. CPA) the big suppliers want to know.",Suppliers, Consumers or Purchasers, Need or Want, Reporting, Segmentation, CPA, Lifecycle value, Performance metrics,,,,,,,,,
Larger suppliers will pay a higher CPA in some segments but not others.,Suppliers, High-value, Preference, CPA, Segmentation,,,,,,,,,,,,
"OXO are currently manipulating data through Tableau. However, there is some discrepancies between the data in Tableau and the data that OXO send to AdManager once it has been cleaned up (around 10%). There are some internal investigations been done at time of the interview to establish if all the data is not getting sent to AdManager in the feed, or all the data is not being recorded on the OXO side.
",FOLLOW-UP, Tableau, Data, Inaccurate, AdManager, Internal effort, Challenge, Investigation,,,,,,,,,
"The Tableau data requires modelling before insights around the Lifetime Value, or identification of new customers can be understood. Once the data is modelled per search term, per brand, per campaign OXO expect to add better forecasts around new customers being acquired on campaigns, and then the actual value of that forecast (in terms of Lifetime Value of the new customers).",Tableau, Data, Modelling, Insights, Lifecycle value, Consumers or Purchasers, Forecasting, Acquisitions,,,,,,,,,
"Get frequently asked about metrics on impacted promotions against media. Where suppliers pay for Fixed Tenancy campaigns for a set time, items that are out of stock will affect performance. Would like to be able to provide models for campaigns on the Fixed tenancy based on promotions, supply chain availability, or a number of other factors that include sales, they would be able to predict the value of a specific media Ad for a brand (or supplier).",Requests, Performance metrics, Media, Fixed Tenancy Ads, Stock, Promotions, Supply Chain, Sales, Forecasting, Brands,,,,,,,
Commented on the Crunch platform which OXO have built internally to present data to suppliers. There are 2 access levels ? free and paid. The platform provides different levels of metrics to buyers.,Internal systems, Business Operations, Suppliers, Data, Reporting, Performance metrics,,,,,,,,,,,
Mentioned that OXO do not have a standard approach with suppliers at this time in relation to media.,Business Operations, Suppliers, Media, Not consistent,,,,,,,,,,,,,
"At the moment our biggest suppliers are all on [Fixed] Tenancy so they don't ask as much for performance of media. But we are seeing more and more that they ask for media. So, that will become more important as we move towards a mixture between tenancy and Auction.",Suppliers, Fixed Tenancy Ads, Performance metrics, Media, Future needs, Reporting, Auctions,,,,,,,,,,
Commented that today the Crunch platform is focused more on product performance relative to OXO.,Internal systems, Products, Performance metrics, Business Operations,,,,,,,,,,,,,
"Crunch platform was initially used for historic metrics and reporting. But then moved to getting more useful metrics relating to customer experience and the customer funnel. Now use it to track sales, reviews, ensuring Ads are tagged in correct parts of their website, share of media, visibility etc.",Internal systems, Performance metrics, Customer experience, Funnel, Tracking, Sales, Reviews, Ads, Categories,,,,,,,,
Also use supplier analysts in OXO to effectively work with suppliers and help evaluate the effectiveness of promotions and media and support this advice with data models.,Internal team, Analysis, Business Operations, Suppliers, Support, Performance metrics, Data,,,,,,,,,,
"Tenancy campaigns were originally priced in a certain way when OXO first started using the platform. Tenancy is now currently priced (for suppliers) based on a number of key metrics (e.g. click-throughs, impressions, value of product added to a basket, etc.). In 2023 all suppliers have asked for reports to evaluate all media performances. Mentioned large suppliers want to know the full (holistic) value of a campaign and not just the immediate value. OXO have done a lot of modelling for this Lifecycle Value insights (currently at around 60% of the total work needing to be done).",NOTE, Fixed Tenancy Ads, Campaigns, Suppliers, Pricing, Performance metrics, CTR, Impressions, Lifecycle value, Reporting, Need or Want, Forecasting, In-House,,,,
The main ask from suppliers in terms of future reporting has been the Lifecycle ROAS and Share. OXO want to be able to keep their own insights reporting in-synch with campaigns run on AdManager ? to maintain consistency and trust (of the data) with suppliers.,Requests, Suppliers, Future needs, Reporting, Lifecycle value, ROAS, Share of Voice, Impressions, Need or Want, Insights, Campaigns, AdManager, Trust, Data,,,
"Commented they are looking for ways to explain to suppliers why there are reporting differences in sales (actual sales versus sales recorded on AdManager), as well as the full ROAS (immediate ROAS versus the Lifecycle Value). Will also be doing some reporting metrics around the suppliers marketing funnel (similar to Amazon's brand metrics) to highlight how suppliers are performing and where they might need to invest more.",FOLLOW-UP, Suppliers, Reporting, Knowledge gap, Sales, AdManager, ROAS, Lifecycle value, Funnel, Amazon, Performance metrics,,,,,,
To provide suppliers with granular data OXO will need to be able to report on value at a category level.,Data, Need or Want, Reporting, Categories,,,,,,,,,,,,,
"To advise suppliers on campaign objective, where they might be focused on new customers (instead of conversion) so they might focus more on optimising on impressions and ROAS could be less relevant. In this scenario a ?new to brand? metric would be a better measure of success for a campaign.",Advising, Campaigns, Objectives, Optimisations, Impressions, ROAS, Performance metrics,,,,,,,,,,
"When planning out a campaign roadmap for suppliers, OXO will state what the client objectives for a campaign are.",Planning, Campaigns, Suppliers, Objectives,,,,,,,,,,,,,
"Most suppliers do not have access to Auctions, so they buy media on a Tenancy basis.",Business Operations, Suppliers, Auctions, Media, Fixed Tenancy Ads,,,,,,,,,,,,
"Suppliers are looking for reporting on First to Last Click attribution, especially for high-value items. Commented this is normally an issue within the alcohol category.",Suppliers, Reporting, First Click, Last Click, Attributions, Issues, Categories,,,,,,,,,,
Difficult at present for OXO to move to Last Click reporting. Commented one supplier has done this but have experienced a number of reporting issues.,Difficulty, Last Click, Reporting, Suppliers, Issues,,,,,,,,,,,,
Christmas periods sales volumes are large and Ad slots are generally booked from August to December. Which means if you are using Last Click reporting then marketing can't get a clear idea (or take actions) for Last Click attribution reporting until all Last Click data is collected.,Season-related, Sales, Ads, Bookings, Attributions,,,,,,,,,,,,
